,train,val,test
0,normal_001,normal_129,normal_096
1,normal_002,normal_132,normal_118
2,normal_003,normal_114,normal_097
3,normal_004,normal_111,normal_127
4,normal_005,normal_076,normal_011
5,normal_006,normal_062,normal_049
6,normal_008,normal_083,normal_067
7,normal_010,normal_042,normal_139
8,normal_012,normal_075,normal_104
9,normal_013,normal_066,normal_099
10,normal_017,normal_024,normal_022
11,normal_019,normal_007,normal_061
12,normal_020,normal_112,normal_054
13,normal_023,normal_102,normal_108
14,normal_025,normal_009,normal_015
15,normal_027,normal_133,normal_016
16,normal_028,normal_158,normal_018
17,normal_030,normal_014,normal_126
18,normal_031,normal_069,normal_115
19,normal_032,normal_098,normal_152
20,normal_033,normal_021,normal_058
21,normal_034,normal_026,normal_081
22,normal_035,normal_123,normal_080
23,normal_037,normal_059,normal_100
24,normal_038,normal_074,normal_151
25,normal_039,normal_036,normal_110
26,normal_040,normal_048,normal_065
27,normal_041,normal_131,normal_045
28,normal_043,normal_155,normal_068
29,normal_044,normal_159,normal_103
30,normal_046,normal_085,normal_029
31,normal_047,tumor_007,tumor_061
32,normal_050,tumor_097,tumor_035
33,normal_051,tumor_059,tumor_107
34,normal_052,tumor_074,tumor_047
35,normal_053,tumor_004,tumor_078
36,normal_055,tumor_072,tumor_067
37,normal_056,tumor_029,tumor_026
38,normal_057,tumor_109,tumor_085
39,normal_060,tumor_003,tumor_040
40,normal_063,tumor_017,tumor_057
41,normal_064,tumor_106,tumor_100
42,normal_070,tumor_011,tumor_039
43,normal_071,tumor_094,tumor_032
44,normal_072,tumor_012,tumor_095
45,normal_073,tumor_025,tumor_069
46,normal_077,tumor_023,tumor_058
47,normal_078,tumor_068,tumor_030
48,normal_079,tumor_084,tumor_041
49,normal_082,tumor_009,tumor_073
50,normal_084,,
51,normal_087,,
52,normal_088,,
53,normal_089,,
54,normal_090,,
55,normal_091,,
56,normal_092,,
57,normal_093,,
58,normal_094,,
59,normal_095,,
60,normal_101,,
61,normal_105,,
62,normal_106,,
63,normal_107,,
64,normal_109,,
65,normal_113,,
66,normal_116,,
67,normal_117,,
68,normal_119,,
69,normal_120,,
70,normal_121,,
71,normal_122,,
72,normal_124,,
73,normal_125,,
74,normal_128,,
75,normal_130,,
76,normal_134,,
77,normal_135,,
78,normal_136,,
79,normal_137,,
80,normal_138,,
81,normal_140,,
82,normal_141,,
83,normal_142,,
84,normal_143,,
85,normal_144,,
86,normal_145,,
87,normal_146,,
88,normal_147,,
89,normal_148,,
90,normal_149,,
91,normal_150,,
92,normal_153,,
93,normal_154,,
94,normal_156,,
95,normal_157,,
96,normal_160,,
97,tumor_001,,
98,tumor_002,,
99,tumor_005,,
100,tumor_006,,
101,tumor_008,,
102,tumor_010,,
103,tumor_013,,
104,tumor_014,,
105,tumor_015,,
106,tumor_016,,
107,tumor_018,,
108,tumor_019,,
109,tumor_020,,
110,tumor_021,,
111,tumor_022,,
112,tumor_024,,
113,tumor_027,,
114,tumor_028,,
115,tumor_031,,
116,tumor_033,,
117,tumor_034,,
118,tumor_036,,
119,tumor_037,,
120,tumor_038,,
121,tumor_042,,
122,tumor_043,,
123,tumor_044,,
124,tumor_045,,
125,tumor_046,,
126,tumor_048,,
127,tumor_049,,
128,tumor_050,,
129,tumor_051,,
130,tumor_052,,
131,tumor_053,,
132,tumor_054,,
133,tumor_055,,
134,tumor_056,,
135,tumor_060,,
136,tumor_062,,
137,tumor_063,,
138,tumor_064,,
139,tumor_065,,
140,tumor_066,,
141,tumor_070,,
142,tumor_071,,
143,tumor_075,,
144,tumor_076,,
145,tumor_077,,
146,tumor_079,,
147,tumor_080,,
148,tumor_081,,
149,tumor_082,,
150,tumor_083,,
151,tumor_086,,
152,tumor_087,,
153,tumor_088,,
154,tumor_089,,
155,tumor_090,,
156,tumor_091,,
157,tumor_092,,
158,tumor_093,,
159,tumor_096,,
160,tumor_098,,
161,tumor_099,,
162,tumor_101,,
163,tumor_102,,
164,tumor_103,,
165,tumor_104,,
166,tumor_105,,
167,tumor_108,,
168,tumor_110,,
169,tumor_111,,
