,train,val,test
normal_001,True,False,False
normal_003,True,False,False
normal_004,True,False,False
normal_007,True,False,False
normal_008,True,False,False
normal_009,True,False,False
normal_010,True,False,False
normal_011,True,False,False
normal_013,True,False,False
normal_018,True,False,False
normal_019,True,False,False
normal_021,True,False,False
normal_022,True,False,False
normal_025,True,False,False
normal_026,True,False,False
normal_027,True,False,False
normal_028,True,False,False
normal_029,True,False,False
normal_031,True,False,False
normal_034,True,False,False
normal_035,True,False,False
normal_037,True,False,False
normal_038,True,False,False
normal_039,True,False,False
normal_040,True,False,False
normal_042,True,False,False
normal_044,True,False,False
normal_046,True,False,False
normal_047,True,False,False
normal_048,True,False,False
normal_049,True,False,False
normal_050,True,False,False
normal_051,True,False,False
normal_053,True,False,False
normal_054,True,False,False
normal_057,True,False,False
normal_058,True,False,False
normal_059,True,False,False
normal_061,True,False,False
normal_062,True,False,False
normal_063,True,False,False
normal_064,True,False,False
normal_065,True,False,False
normal_066,True,False,False
normal_068,True,False,False
normal_069,True,False,False
normal_070,True,False,False
normal_071,True,False,False
normal_072,True,False,False
normal_076,True,False,False
normal_077,True,False,False
normal_078,True,False,False
normal_080,True,False,False
normal_081,True,False,False
normal_083,True,False,False
normal_084,True,False,False
normal_087,True,False,False
normal_088,True,False,False
normal_089,True,False,False
normal_094,True,False,False
normal_098,True,False,False
normal_100,True,False,False
normal_101,True,False,False
normal_104,True,False,False
normal_105,True,False,False
normal_106,True,False,False
normal_108,True,False,False
normal_112,True,False,False
normal_113,True,False,False
normal_114,True,False,False
normal_115,True,False,False
normal_116,True,False,False
normal_117,True,False,False
normal_118,True,False,False
normal_120,True,False,False
normal_122,True,False,False
normal_124,True,False,False
normal_127,True,False,False
normal_130,True,False,False
normal_131,True,False,False
normal_132,True,False,False
normal_135,True,False,False
normal_136,True,False,False
normal_138,True,False,False
normal_139,True,False,False
normal_141,True,False,False
normal_142,True,False,False
normal_143,True,False,False
normal_144,True,False,False
normal_148,True,False,False
normal_150,True,False,False
normal_151,True,False,False
normal_152,True,False,False
normal_154,True,False,False
normal_157,True,False,False
normal_158,True,False,False
normal_159,True,False,False
tumor_001,True,False,False
tumor_003,True,False,False
tumor_004,True,False,False
tumor_005,True,False,False
tumor_007,True,False,False
tumor_009,True,False,False
tumor_010,True,False,False
tumor_011,True,False,False
tumor_013,True,False,False
tumor_014,True,False,False
tumor_015,True,False,False
tumor_016,True,False,False
tumor_017,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_024,True,False,False
tumor_025,True,False,False
tumor_026,True,False,False
tumor_028,True,False,False
tumor_029,True,False,False
tumor_030,True,False,False
tumor_031,True,False,False
tumor_032,True,False,False
tumor_034,True,False,False
tumor_037,True,False,False
tumor_038,True,False,False
tumor_039,True,False,False
tumor_040,True,False,False
tumor_041,True,False,False
tumor_044,True,False,False
tumor_045,True,False,False
tumor_047,True,False,False
tumor_048,True,False,False
tumor_049,True,False,False
tumor_051,True,False,False
tumor_053,True,False,False
tumor_055,True,False,False
tumor_056,True,False,False
tumor_057,True,False,False
tumor_059,True,False,False
tumor_060,True,False,False
tumor_062,True,False,False
tumor_063,True,False,False
tumor_064,True,False,False
tumor_069,True,False,False
tumor_070,True,False,False
tumor_071,True,False,False
tumor_072,True,False,False
tumor_073,True,False,False
tumor_074,True,False,False
tumor_075,True,False,False
tumor_077,True,False,False
tumor_078,True,False,False
tumor_080,True,False,False
tumor_082,True,False,False
tumor_083,True,False,False
tumor_084,True,False,False
tumor_085,True,False,False
tumor_086,True,False,False
tumor_089,True,False,False
tumor_090,True,False,False
tumor_091,True,False,False
tumor_095,True,False,False
tumor_097,True,False,False
tumor_098,True,False,False
tumor_101,True,False,False
tumor_103,True,False,False
tumor_105,True,False,False
tumor_106,True,False,False
tumor_107,True,False,False
tumor_110,True,False,False
normal_030,False,True,False
normal_043,False,True,False
normal_015,False,True,False
normal_093,False,True,False
normal_082,False,True,False
normal_020,False,True,False
normal_045,False,True,False
normal_012,False,True,False
normal_041,False,True,False
normal_099,False,True,False
normal_091,False,True,False
normal_096,False,True,False
normal_074,False,True,False
normal_107,False,True,False
normal_060,False,True,False
normal_092,False,True,False
normal_067,False,True,False
normal_055,False,True,False
normal_110,False,True,False
normal_102,False,True,False
normal_155,False,True,False
normal_036,False,True,False
normal_052,False,True,False
normal_006,False,True,False
normal_085,False,True,False
normal_032,False,True,False
normal_017,False,True,False
normal_147,False,True,False
normal_145,False,True,False
normal_095,False,True,False
normal_129,False,True,False
tumor_111,False,True,False
tumor_102,False,True,False
tumor_094,False,True,False
tumor_043,False,True,False
tumor_036,False,True,False
tumor_100,False,True,False
tumor_006,False,True,False
tumor_061,False,True,False
tumor_008,False,True,False
tumor_046,False,True,False
tumor_052,False,True,False
tumor_050,False,True,False
tumor_066,False,True,False
tumor_033,False,True,False
tumor_065,False,True,False
tumor_087,False,True,False
tumor_042,False,True,False
tumor_058,False,True,False
tumor_092,False,True,False
normal_014,False,False,True
normal_103,False,False,True
normal_133,False,False,True
normal_111,False,False,True
normal_002,False,False,True
normal_153,False,False,True
normal_097,False,False,True
normal_024,False,False,True
normal_016,False,False,True
normal_033,False,False,True
normal_056,False,False,True
normal_134,False,False,True
normal_140,False,False,True
normal_119,False,False,True
normal_128,False,False,True
normal_073,False,False,True
normal_075,False,False,True
normal_160,False,False,True
normal_146,False,False,True
normal_149,False,False,True
normal_156,False,False,True
normal_109,False,False,True
normal_126,False,False,True
normal_123,False,False,True
normal_137,False,False,True
normal_079,False,False,True
normal_125,False,False,True
normal_121,False,False,True
normal_005,False,False,True
normal_023,False,False,True
normal_090,False,False,True
tumor_002,False,False,True
tumor_012,False,False,True
tumor_035,False,False,True
tumor_099,False,False,True
tumor_109,False,False,True
tumor_027,False,False,True
tumor_079,False,False,True
tumor_096,False,False,True
tumor_104,False,False,True
tumor_054,False,False,True
tumor_068,False,False,True
tumor_093,False,False,True
tumor_023,False,False,True
tumor_108,False,False,True
tumor_018,False,False,True
tumor_067,False,False,True
tumor_076,False,False,True
tumor_081,False,False,True
tumor_088,False,False,True
