,train,val,test
0,normal_001,normal_031,normal_019
1,normal_002,normal_066,normal_134
2,normal_003,normal_020,normal_012
3,normal_004,normal_044,normal_011
4,normal_005,normal_132,normal_074
5,normal_006,normal_123,normal_100
6,normal_007,normal_009,normal_142
7,normal_008,normal_131,normal_023
8,normal_010,normal_026,normal_041
9,normal_013,normal_152,normal_087
10,normal_014,normal_016,normal_038
11,normal_015,normal_097,normal_077
12,normal_017,normal_150,normal_144
13,normal_018,normal_128,normal_094
14,normal_021,normal_046,normal_137
15,normal_025,normal_149,normal_121
16,normal_027,normal_084,normal_146
17,normal_028,normal_106,normal_160
18,normal_029,normal_158,normal_135
19,normal_030,normal_130,normal_124
20,normal_032,normal_058,normal_042
21,normal_034,normal_145,normal_147
22,normal_035,normal_153,normal_048
23,normal_036,normal_103,normal_120
24,normal_037,normal_024,normal_092
25,normal_039,normal_067,normal_061
26,normal_043,normal_040,normal_062
27,normal_045,normal_096,normal_022
28,normal_047,normal_060,normal_082
29,normal_049,normal_140,normal_126
30,normal_050,normal_069,normal_033
31,normal_051,tumor_038,tumor_053
32,normal_052,tumor_032,tumor_099
33,normal_053,tumor_048,tumor_042
34,normal_054,tumor_076,tumor_045
35,normal_055,tumor_087,tumor_039
36,normal_056,tumor_110,tumor_104
37,normal_057,tumor_007,tumor_094
38,normal_059,tumor_061,tumor_064
39,normal_063,tumor_107,tumor_085
40,normal_064,tumor_052,tumor_097
41,normal_065,tumor_031,tumor_022
42,normal_068,tumor_089,tumor_102
43,normal_070,tumor_004,tumor_073
44,normal_071,tumor_018,tumor_056
45,normal_072,tumor_020,tumor_044
46,normal_073,tumor_079,tumor_008
47,normal_075,tumor_100,tumor_019
48,normal_076,tumor_034,tumor_023
49,normal_078,tumor_066,tumor_011
50,normal_079,,
51,normal_080,,
52,normal_081,,
53,normal_083,,
54,normal_085,,
55,normal_088,,
56,normal_089,,
57,normal_090,,
58,normal_091,,
59,normal_093,,
60,normal_095,,
61,normal_098,,
62,normal_099,,
63,normal_101,,
64,normal_102,,
65,normal_104,,
66,normal_105,,
67,normal_107,,
68,normal_108,,
69,normal_109,,
70,normal_110,,
71,normal_111,,
72,normal_112,,
73,normal_113,,
74,normal_114,,
75,normal_115,,
76,normal_116,,
77,normal_117,,
78,normal_118,,
79,normal_119,,
80,normal_122,,
81,normal_125,,
82,normal_127,,
83,normal_129,,
84,normal_133,,
85,normal_136,,
86,normal_138,,
87,normal_139,,
88,normal_141,,
89,normal_143,,
90,normal_148,,
91,normal_151,,
92,normal_154,,
93,normal_155,,
94,normal_156,,
95,normal_157,,
96,normal_159,,
97,tumor_001,,
98,tumor_002,,
99,tumor_003,,
100,tumor_005,,
101,tumor_006,,
102,tumor_009,,
103,tumor_010,,
104,tumor_012,,
105,tumor_013,,
106,tumor_014,,
107,tumor_015,,
108,tumor_016,,
109,tumor_017,,
110,tumor_021,,
111,tumor_024,,
112,tumor_025,,
113,tumor_026,,
114,tumor_027,,
115,tumor_028,,
116,tumor_029,,
117,tumor_030,,
118,tumor_033,,
119,tumor_035,,
120,tumor_036,,
121,tumor_037,,
122,tumor_040,,
123,tumor_041,,
124,tumor_043,,
125,tumor_046,,
126,tumor_047,,
127,tumor_049,,
128,tumor_050,,
129,tumor_051,,
130,tumor_054,,
131,tumor_055,,
132,tumor_057,,
133,tumor_058,,
134,tumor_059,,
135,tumor_060,,
136,tumor_062,,
137,tumor_063,,
138,tumor_065,,
139,tumor_067,,
140,tumor_068,,
141,tumor_069,,
142,tumor_070,,
143,tumor_071,,
144,tumor_072,,
145,tumor_074,,
146,tumor_075,,
147,tumor_077,,
148,tumor_078,,
149,tumor_080,,
150,tumor_081,,
151,tumor_082,,
152,tumor_083,,
153,tumor_084,,
154,tumor_086,,
155,tumor_088,,
156,tumor_090,,
157,tumor_091,,
158,tumor_092,,
159,tumor_093,,
160,tumor_095,,
161,tumor_096,,
162,tumor_098,,
163,tumor_101,,
164,tumor_103,,
165,tumor_105,,
166,tumor_106,,
167,tumor_108,,
168,tumor_109,,
169,tumor_111,,
