,train,val,test
normal_001,True,False,False
normal_003,True,False,False
normal_004,True,False,False
normal_005,True,False,False
normal_007,True,False,False
normal_008,True,False,False
normal_009,True,False,False
normal_010,True,False,False
normal_011,True,False,False
normal_014,True,False,False
normal_018,True,False,False
normal_019,True,False,False
normal_020,True,False,False
normal_021,True,False,False
normal_022,True,False,False
normal_023,True,False,False
normal_024,True,False,False
normal_025,True,False,False
normal_026,True,False,False
normal_027,True,False,False
normal_028,True,False,False
normal_030,True,False,False
normal_032,True,False,False
normal_033,True,False,False
normal_037,True,False,False
normal_038,True,False,False
normal_039,True,False,False
normal_040,True,False,False
normal_044,True,False,False
normal_045,True,False,False
normal_047,True,False,False
normal_048,True,False,False
normal_049,True,False,False
normal_050,True,False,False
normal_052,True,False,False
normal_053,True,False,False
normal_054,True,False,False
normal_055,True,False,False
normal_056,True,False,False
normal_058,True,False,False
normal_059,True,False,False
normal_062,True,False,False
normal_063,True,False,False
normal_065,True,False,False
normal_066,True,False,False
normal_072,True,False,False
normal_076,True,False,False
normal_077,True,False,False
normal_078,True,False,False
normal_079,True,False,False
normal_080,True,False,False
normal_082,True,False,False
normal_083,True,False,False
normal_085,True,False,False
normal_087,True,False,False
normal_088,True,False,False
normal_090,True,False,False
normal_091,True,False,False
normal_094,True,False,False
normal_095,True,False,False
normal_096,True,False,False
normal_098,True,False,False
normal_100,True,False,False
normal_101,True,False,False
normal_102,True,False,False
normal_103,True,False,False
normal_106,True,False,False
normal_109,True,False,False
normal_110,True,False,False
normal_114,True,False,False
normal_115,True,False,False
normal_116,True,False,False
normal_117,True,False,False
normal_120,True,False,False
normal_121,True,False,False
normal_122,True,False,False
normal_123,True,False,False
normal_126,True,False,False
normal_127,True,False,False
normal_128,True,False,False
normal_131,True,False,False
normal_133,True,False,False
normal_134,True,False,False
normal_136,True,False,False
normal_138,True,False,False
normal_140,True,False,False
normal_142,True,False,False
normal_143,True,False,False
normal_144,True,False,False
normal_146,True,False,False
normal_150,True,False,False
normal_151,True,False,False
normal_153,True,False,False
normal_154,True,False,False
normal_157,True,False,False
normal_158,True,False,False
normal_160,True,False,False
tumor_001,True,False,False
tumor_005,True,False,False
tumor_006,True,False,False
tumor_007,True,False,False
tumor_009,True,False,False
tumor_010,True,False,False
tumor_011,True,False,False
tumor_013,True,False,False
tumor_015,True,False,False
tumor_016,True,False,False
tumor_017,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_022,True,False,False
tumor_023,True,False,False
tumor_024,True,False,False
tumor_025,True,False,False
tumor_027,True,False,False
tumor_028,True,False,False
tumor_029,True,False,False
tumor_030,True,False,False
tumor_032,True,False,False
tumor_037,True,False,False
tumor_038,True,False,False
tumor_039,True,False,False
tumor_040,True,False,False
tumor_041,True,False,False
tumor_042,True,False,False
tumor_043,True,False,False
tumor_046,True,False,False
tumor_047,True,False,False
tumor_048,True,False,False
tumor_051,True,False,False
tumor_052,True,False,False
tumor_055,True,False,False
tumor_057,True,False,False
tumor_061,True,False,False
tumor_062,True,False,False
tumor_064,True,False,False
tumor_065,True,False,False
tumor_066,True,False,False
tumor_067,True,False,False
tumor_068,True,False,False
tumor_069,True,False,False
tumor_070,True,False,False
tumor_071,True,False,False
tumor_074,True,False,False
tumor_075,True,False,False
tumor_077,True,False,False
tumor_078,True,False,False
tumor_079,True,False,False
tumor_082,True,False,False
tumor_084,True,False,False
tumor_086,True,False,False
tumor_088,True,False,False
tumor_089,True,False,False
tumor_090,True,False,False
tumor_092,True,False,False
tumor_093,True,False,False
tumor_095,True,False,False
tumor_096,True,False,False
tumor_097,True,False,False
tumor_099,True,False,False
tumor_100,True,False,False
tumor_102,True,False,False
tumor_103,True,False,False
tumor_104,True,False,False
tumor_105,True,False,False
tumor_106,True,False,False
tumor_107,True,False,False
tumor_108,True,False,False
tumor_111,True,False,False
normal_035,False,True,False
normal_147,False,True,False
normal_148,False,True,False
normal_081,False,True,False
normal_135,False,True,False
normal_017,False,True,False
normal_139,False,True,False
normal_006,False,True,False
normal_137,False,True,False
normal_155,False,True,False
normal_119,False,True,False
normal_073,False,True,False
normal_031,False,True,False
normal_029,False,True,False
normal_075,False,True,False
normal_016,False,True,False
normal_132,False,True,False
normal_099,False,True,False
normal_125,False,True,False
normal_084,False,True,False
normal_105,False,True,False
normal_041,False,True,False
normal_067,False,True,False
normal_093,False,True,False
normal_051,False,True,False
normal_002,False,True,False
normal_060,False,True,False
normal_092,False,True,False
normal_042,False,True,False
normal_089,False,True,False
normal_064,False,True,False
tumor_109,False,True,False
tumor_085,False,True,False
tumor_081,False,True,False
tumor_002,False,True,False
tumor_044,False,True,False
tumor_026,False,True,False
tumor_059,False,True,False
tumor_110,False,True,False
tumor_014,False,True,False
tumor_073,False,True,False
tumor_003,False,True,False
tumor_091,False,True,False
tumor_072,False,True,False
tumor_083,False,True,False
tumor_076,False,True,False
tumor_004,False,True,False
tumor_053,False,True,False
tumor_058,False,True,False
tumor_021,False,True,False
normal_156,False,False,True
normal_159,False,False,True
normal_070,False,False,True
normal_043,False,False,True
normal_013,False,False,True
normal_124,False,False,True
normal_130,False,False,True
normal_097,False,False,True
normal_118,False,False,True
normal_046,False,False,True
normal_152,False,False,True
normal_015,False,False,True
normal_141,False,False,True
normal_069,False,False,True
normal_107,False,False,True
normal_057,False,False,True
normal_112,False,False,True
normal_071,False,False,True
normal_034,False,False,True
normal_145,False,False,True
normal_036,False,False,True
normal_111,False,False,True
normal_108,False,False,True
normal_061,False,False,True
normal_074,False,False,True
normal_012,False,False,True
normal_104,False,False,True
normal_113,False,False,True
normal_129,False,False,True
normal_068,False,False,True
normal_149,False,False,True
tumor_045,False,False,True
tumor_033,False,False,True
tumor_035,False,False,True
tumor_087,False,False,True
tumor_036,False,False,True
tumor_034,False,False,True
tumor_054,False,False,True
tumor_080,False,False,True
tumor_098,False,False,True
tumor_060,False,False,True
tumor_008,False,False,True
tumor_049,False,False,True
tumor_012,False,False,True
tumor_094,False,False,True
tumor_056,False,False,True
tumor_031,False,False,True
tumor_063,False,False,True
tumor_050,False,False,True
tumor_101,False,False,True
