,train,val,test
0,normal_001,normal_012,normal_010
1,normal_002,normal_060,normal_123
2,normal_003,normal_083,normal_081
3,normal_005,normal_032,normal_100
4,normal_006,normal_009,normal_120
5,normal_007,normal_156,normal_122
6,normal_011,normal_129,normal_031
7,normal_013,normal_118,normal_113
8,normal_014,normal_058,normal_045
9,normal_015,normal_158,normal_116
10,normal_016,normal_046,normal_073
11,normal_017,normal_008,normal_103
12,normal_018,normal_143,normal_055
13,normal_019,normal_061,normal_135
14,normal_020,normal_140,normal_063
15,normal_021,normal_078,normal_132
16,normal_022,normal_109,normal_047
17,normal_024,normal_105,normal_138
18,normal_026,normal_093,normal_127
19,normal_028,normal_149,normal_090
20,normal_029,normal_056,normal_099
21,normal_030,normal_027,normal_087
22,normal_033,normal_139,normal_101
23,normal_034,normal_141,normal_025
24,normal_035,normal_111,normal_074
25,normal_036,normal_049,normal_038
26,normal_039,normal_044,normal_128
27,normal_040,normal_037,normal_071
28,normal_041,normal_084,normal_048
29,normal_043,normal_004,normal_110
30,normal_050,normal_023,normal_042
31,normal_051,tumor_102,tumor_063
32,normal_052,tumor_044,tumor_049
33,normal_053,tumor_090,tumor_040
34,normal_054,tumor_005,tumor_003
35,normal_057,tumor_061,tumor_015
36,normal_059,tumor_071,tumor_094
37,normal_062,tumor_077,tumor_048
38,normal_064,tumor_012,tumor_078
39,normal_065,tumor_052,tumor_111
40,normal_066,tumor_089,tumor_069
41,normal_067,tumor_083,tumor_022
42,normal_068,tumor_042,tumor_091
43,normal_069,tumor_056,tumor_076
44,normal_070,tumor_007,tumor_013
45,normal_072,tumor_100,tumor_035
46,normal_075,tumor_103,tumor_017
47,normal_076,tumor_023,tumor_028
48,normal_077,tumor_084,tumor_109
49,normal_079,tumor_097,tumor_088
50,normal_080,,
51,normal_082,,
52,normal_085,,
53,normal_088,,
54,normal_089,,
55,normal_091,,
56,normal_092,,
57,normal_094,,
58,normal_095,,
59,normal_096,,
60,normal_097,,
61,normal_098,,
62,normal_102,,
63,normal_104,,
64,normal_106,,
65,normal_107,,
66,normal_108,,
67,normal_112,,
68,normal_114,,
69,normal_115,,
70,normal_117,,
71,normal_119,,
72,normal_121,,
73,normal_124,,
74,normal_125,,
75,normal_126,,
76,normal_130,,
77,normal_131,,
78,normal_133,,
79,normal_134,,
80,normal_136,,
81,normal_137,,
82,normal_142,,
83,normal_144,,
84,normal_145,,
85,normal_146,,
86,normal_147,,
87,normal_148,,
88,normal_150,,
89,normal_151,,
90,normal_152,,
91,normal_153,,
92,normal_154,,
93,normal_155,,
94,normal_157,,
95,normal_159,,
96,normal_160,,
97,tumor_001,,
98,tumor_002,,
99,tumor_004,,
100,tumor_006,,
101,tumor_008,,
102,tumor_009,,
103,tumor_010,,
104,tumor_011,,
105,tumor_014,,
106,tumor_016,,
107,tumor_018,,
108,tumor_019,,
109,tumor_020,,
110,tumor_021,,
111,tumor_024,,
112,tumor_025,,
113,tumor_026,,
114,tumor_027,,
115,tumor_029,,
116,tumor_030,,
117,tumor_031,,
118,tumor_032,,
119,tumor_033,,
120,tumor_034,,
121,tumor_036,,
122,tumor_037,,
123,tumor_038,,
124,tumor_039,,
125,tumor_041,,
126,tumor_043,,
127,tumor_045,,
128,tumor_046,,
129,tumor_047,,
130,tumor_050,,
131,tumor_051,,
132,tumor_053,,
133,tumor_054,,
134,tumor_055,,
135,tumor_057,,
136,tumor_058,,
137,tumor_059,,
138,tumor_060,,
139,tumor_062,,
140,tumor_064,,
141,tumor_065,,
142,tumor_066,,
143,tumor_067,,
144,tumor_068,,
145,tumor_070,,
146,tumor_072,,
147,tumor_073,,
148,tumor_074,,
149,tumor_075,,
150,tumor_079,,
151,tumor_080,,
152,tumor_081,,
153,tumor_082,,
154,tumor_085,,
155,tumor_086,,
156,tumor_087,,
157,tumor_092,,
158,tumor_093,,
159,tumor_095,,
160,tumor_096,,
161,tumor_098,,
162,tumor_099,,
163,tumor_101,,
164,tumor_104,,
165,tumor_105,,
166,tumor_106,,
167,tumor_107,,
168,tumor_108,,
169,tumor_110,,
