,train,val,test
0,normal_001,normal_144,normal_064
1,normal_005,normal_142,normal_154
2,normal_006,normal_124,normal_009
3,normal_007,normal_072,normal_107
4,normal_010,normal_008,normal_136
5,normal_011,normal_159,normal_096
6,normal_012,normal_049,normal_026
7,normal_013,normal_121,normal_004
8,normal_015,normal_110,normal_073
9,normal_016,normal_062,normal_034
10,normal_017,normal_157,normal_134
11,normal_019,normal_050,normal_102
12,normal_027,normal_088,normal_152
13,normal_028,normal_003,normal_068
14,normal_029,normal_148,normal_078
15,normal_030,normal_025,normal_155
16,normal_031,normal_160,normal_069
17,normal_032,normal_002,normal_118
18,normal_033,normal_147,normal_021
19,normal_035,normal_024,normal_052
20,normal_036,normal_014,normal_130
21,normal_037,normal_040,normal_046
22,normal_039,normal_137,normal_022
23,normal_042,normal_023,normal_053
24,normal_043,normal_058,normal_114
25,normal_044,normal_038,normal_020
26,normal_045,normal_018,normal_133
27,normal_047,normal_041,normal_075
28,normal_048,normal_095,normal_108
29,normal_051,normal_123,normal_083
30,normal_054,normal_071,normal_059
31,normal_055,tumor_066,tumor_087
32,normal_056,tumor_009,tumor_026
33,normal_057,tumor_017,tumor_016
34,normal_060,tumor_077,tumor_028
35,normal_061,tumor_106,tumor_090
36,normal_063,tumor_086,tumor_102
37,normal_065,tumor_084,tumor_048
38,normal_066,tumor_075,tumor_053
39,normal_067,tumor_019,tumor_027
40,normal_070,tumor_096,tumor_099
41,normal_074,tumor_036,tumor_010
42,normal_076,tumor_062,tumor_046
43,normal_077,tumor_089,tumor_065
44,normal_079,tumor_101,tumor_055
45,normal_080,tumor_107,tumor_071
46,normal_081,tumor_023,tumor_072
47,normal_082,tumor_085,tumor_002
48,normal_084,tumor_110,tumor_030
49,normal_085,tumor_045,tumor_092
50,normal_087,,
51,normal_089,,
52,normal_090,,
53,normal_091,,
54,normal_092,,
55,normal_093,,
56,normal_094,,
57,normal_097,,
58,normal_098,,
59,normal_099,,
60,normal_100,,
61,normal_101,,
62,normal_103,,
63,normal_104,,
64,normal_105,,
65,normal_106,,
66,normal_109,,
67,normal_111,,
68,normal_112,,
69,normal_113,,
70,normal_115,,
71,normal_116,,
72,normal_117,,
73,normal_119,,
74,normal_120,,
75,normal_122,,
76,normal_125,,
77,normal_126,,
78,normal_127,,
79,normal_128,,
80,normal_129,,
81,normal_131,,
82,normal_132,,
83,normal_135,,
84,normal_138,,
85,normal_139,,
86,normal_140,,
87,normal_141,,
88,normal_143,,
89,normal_145,,
90,normal_146,,
91,normal_149,,
92,normal_150,,
93,normal_151,,
94,normal_153,,
95,normal_156,,
96,normal_158,,
97,tumor_001,,
98,tumor_003,,
99,tumor_004,,
100,tumor_005,,
101,tumor_006,,
102,tumor_007,,
103,tumor_008,,
104,tumor_011,,
105,tumor_012,,
106,tumor_013,,
107,tumor_014,,
108,tumor_015,,
109,tumor_018,,
110,tumor_020,,
111,tumor_021,,
112,tumor_022,,
113,tumor_024,,
114,tumor_025,,
115,tumor_029,,
116,tumor_031,,
117,tumor_032,,
118,tumor_033,,
119,tumor_034,,
120,tumor_035,,
121,tumor_037,,
122,tumor_038,,
123,tumor_039,,
124,tumor_040,,
125,tumor_041,,
126,tumor_042,,
127,tumor_043,,
128,tumor_044,,
129,tumor_047,,
130,tumor_049,,
131,tumor_050,,
132,tumor_051,,
133,tumor_052,,
134,tumor_054,,
135,tumor_056,,
136,tumor_057,,
137,tumor_058,,
138,tumor_059,,
139,tumor_060,,
140,tumor_061,,
141,tumor_063,,
142,tumor_064,,
143,tumor_067,,
144,tumor_068,,
145,tumor_069,,
146,tumor_070,,
147,tumor_073,,
148,tumor_074,,
149,tumor_076,,
150,tumor_078,,
151,tumor_079,,
152,tumor_080,,
153,tumor_081,,
154,tumor_082,,
155,tumor_083,,
156,tumor_088,,
157,tumor_091,,
158,tumor_093,,
159,tumor_094,,
160,tumor_095,,
161,tumor_097,,
162,tumor_098,,
163,tumor_100,,
164,tumor_103,,
165,tumor_104,,
166,tumor_105,,
167,tumor_108,,
168,tumor_109,,
169,tumor_111,,
