,train,val,test
0,normal_001,normal_024,normal_049
1,normal_003,normal_097,normal_071
2,normal_004,normal_061,normal_036
3,normal_005,normal_029,normal_099
4,normal_007,normal_070,normal_117
5,normal_008,normal_107,normal_020
6,normal_009,normal_155,normal_041
7,normal_011,normal_056,normal_112
8,normal_012,normal_074,normal_072
9,normal_014,normal_147,normal_002
10,normal_015,normal_069,normal_135
11,normal_016,normal_042,normal_122
12,normal_017,normal_091,normal_110
13,normal_018,normal_006,normal_077
14,normal_021,normal_067,normal_111
15,normal_022,normal_050,normal_089
16,normal_025,normal_013,normal_157
17,normal_026,normal_126,normal_140
18,normal_027,normal_040,normal_119
19,normal_030,normal_127,normal_019
20,normal_031,normal_131,normal_028
21,normal_032,normal_142,normal_075
22,normal_034,normal_060,normal_010
23,normal_035,normal_103,normal_081
24,normal_037,normal_121,normal_145
25,normal_038,normal_151,normal_093
26,normal_039,normal_134,normal_156
27,normal_043,normal_023,normal_033
28,normal_044,normal_109,normal_076
29,normal_045,normal_055,normal_046
30,normal_047,normal_113,normal_080
31,normal_048,tumor_093,tumor_046
32,normal_051,tumor_086,tumor_101
33,normal_052,tumor_075,tumor_050
34,normal_053,tumor_010,tumor_102
35,normal_054,tumor_077,tumor_017
36,normal_057,tumor_074,tumor_069
37,normal_058,tumor_025,tumor_079
38,normal_059,tumor_051,tumor_057
39,normal_062,tumor_039,tumor_070
40,normal_063,tumor_035,tumor_008
41,normal_064,tumor_111,tumor_040
42,normal_065,tumor_099,tumor_004
43,normal_066,tumor_009,tumor_072
44,normal_068,tumor_063,tumor_033
45,normal_073,tumor_048,tumor_076
46,normal_078,tumor_044,tumor_041
47,normal_079,tumor_068,tumor_110
48,normal_082,tumor_028,tumor_080
49,normal_083,tumor_073,tumor_062
50,normal_084,,
51,normal_085,,
52,normal_087,,
53,normal_088,,
54,normal_090,,
55,normal_092,,
56,normal_094,,
57,normal_095,,
58,normal_096,,
59,normal_098,,
60,normal_100,,
61,normal_101,,
62,normal_102,,
63,normal_104,,
64,normal_105,,
65,normal_106,,
66,normal_108,,
67,normal_114,,
68,normal_115,,
69,normal_116,,
70,normal_118,,
71,normal_120,,
72,normal_123,,
73,normal_124,,
74,normal_125,,
75,normal_128,,
76,normal_129,,
77,normal_130,,
78,normal_132,,
79,normal_133,,
80,normal_136,,
81,normal_137,,
82,normal_138,,
83,normal_139,,
84,normal_141,,
85,normal_143,,
86,normal_144,,
87,normal_146,,
88,normal_148,,
89,normal_149,,
90,normal_150,,
91,normal_152,,
92,normal_153,,
93,normal_154,,
94,normal_158,,
95,normal_159,,
96,normal_160,,
97,tumor_001,,
98,tumor_002,,
99,tumor_003,,
100,tumor_005,,
101,tumor_006,,
102,tumor_007,,
103,tumor_011,,
104,tumor_012,,
105,tumor_013,,
106,tumor_014,,
107,tumor_015,,
108,tumor_016,,
109,tumor_018,,
110,tumor_019,,
111,tumor_020,,
112,tumor_021,,
113,tumor_022,,
114,tumor_023,,
115,tumor_024,,
116,tumor_026,,
117,tumor_027,,
118,tumor_029,,
119,tumor_030,,
120,tumor_031,,
121,tumor_032,,
122,tumor_034,,
123,tumor_036,,
124,tumor_037,,
125,tumor_038,,
126,tumor_042,,
127,tumor_043,,
128,tumor_045,,
129,tumor_047,,
130,tumor_049,,
131,tumor_052,,
132,tumor_053,,
133,tumor_054,,
134,tumor_055,,
135,tumor_056,,
136,tumor_058,,
137,tumor_059,,
138,tumor_060,,
139,tumor_061,,
140,tumor_064,,
141,tumor_065,,
142,tumor_066,,
143,tumor_067,,
144,tumor_071,,
145,tumor_078,,
146,tumor_081,,
147,tumor_082,,
148,tumor_083,,
149,tumor_084,,
150,tumor_085,,
151,tumor_087,,
152,tumor_088,,
153,tumor_089,,
154,tumor_090,,
155,tumor_091,,
156,tumor_092,,
157,tumor_094,,
158,tumor_095,,
159,tumor_096,,
160,tumor_097,,
161,tumor_098,,
162,tumor_100,,
163,tumor_103,,
164,tumor_104,,
165,tumor_105,,
166,tumor_106,,
167,tumor_107,,
168,tumor_108,,
169,tumor_109,,
