,train,val,test
0,normal_003,normal_045,normal_141
1,normal_006,normal_027,normal_108
2,normal_007,normal_043,normal_078
3,normal_010,normal_118,normal_080
4,normal_012,normal_156,normal_017
5,normal_013,normal_096,normal_020
6,normal_014,normal_092,normal_134
7,normal_015,normal_024,normal_059
8,normal_016,normal_065,normal_069
9,normal_018,normal_002,normal_095
10,normal_022,normal_151,normal_031
11,normal_023,normal_040,normal_128
12,normal_026,normal_117,normal_123
13,normal_029,normal_005,normal_033
14,normal_030,normal_147,normal_130
15,normal_032,normal_093,normal_146
16,normal_035,normal_028,normal_160
17,normal_036,normal_090,normal_049
18,normal_037,normal_110,normal_115
19,normal_038,normal_008,normal_076
20,normal_039,normal_094,normal_091
21,normal_041,normal_072,normal_088
22,normal_042,normal_119,normal_081
23,normal_044,normal_004,normal_019
24,normal_046,normal_074,normal_152
25,normal_047,normal_056,normal_111
26,normal_048,normal_021,normal_098
27,normal_050,normal_057,normal_112
28,normal_051,normal_009,normal_121
29,normal_052,normal_011,normal_034
30,normal_053,normal_025,normal_001
31,normal_054,tumor_010,tumor_085
32,normal_055,tumor_002,tumor_040
33,normal_058,tumor_025,tumor_051
34,normal_060,tumor_097,tumor_015
35,normal_061,tumor_004,tumor_078
36,normal_062,tumor_080,tumor_048
37,normal_063,tumor_058,tumor_094
38,normal_064,tumor_053,tumor_103
39,normal_066,tumor_081,tumor_013
40,normal_067,tumor_029,tumor_063
41,normal_068,tumor_107,tumor_012
42,normal_070,tumor_027,tumor_105
43,normal_071,tumor_106,tumor_009
44,normal_073,tumor_045,tumor_050
45,normal_075,tumor_104,tumor_035
46,normal_077,tumor_043,tumor_075
47,normal_079,tumor_055,tumor_003
48,normal_082,tumor_090,tumor_092
49,normal_083,tumor_070,tumor_056
50,normal_084,,
51,normal_085,,
52,normal_087,,
53,normal_089,,
54,normal_097,,
55,normal_099,,
56,normal_100,,
57,normal_101,,
58,normal_102,,
59,normal_103,,
60,normal_104,,
61,normal_105,,
62,normal_106,,
63,normal_107,,
64,normal_109,,
65,normal_113,,
66,normal_114,,
67,normal_116,,
68,normal_120,,
69,normal_122,,
70,normal_124,,
71,normal_125,,
72,normal_126,,
73,normal_127,,
74,normal_129,,
75,normal_131,,
76,normal_132,,
77,normal_133,,
78,normal_135,,
79,normal_136,,
80,normal_137,,
81,normal_138,,
82,normal_139,,
83,normal_140,,
84,normal_142,,
85,normal_143,,
86,normal_144,,
87,normal_145,,
88,normal_148,,
89,normal_149,,
90,normal_150,,
91,normal_153,,
92,normal_154,,
93,normal_155,,
94,normal_157,,
95,normal_158,,
96,normal_159,,
97,tumor_001,,
98,tumor_005,,
99,tumor_006,,
100,tumor_007,,
101,tumor_008,,
102,tumor_011,,
103,tumor_014,,
104,tumor_016,,
105,tumor_017,,
106,tumor_018,,
107,tumor_019,,
108,tumor_020,,
109,tumor_021,,
110,tumor_022,,
111,tumor_023,,
112,tumor_024,,
113,tumor_026,,
114,tumor_028,,
115,tumor_030,,
116,tumor_031,,
117,tumor_032,,
118,tumor_033,,
119,tumor_034,,
120,tumor_036,,
121,tumor_037,,
122,tumor_038,,
123,tumor_039,,
124,tumor_041,,
125,tumor_042,,
126,tumor_044,,
127,tumor_046,,
128,tumor_047,,
129,tumor_049,,
130,tumor_052,,
131,tumor_054,,
132,tumor_057,,
133,tumor_059,,
134,tumor_060,,
135,tumor_061,,
136,tumor_062,,
137,tumor_064,,
138,tumor_065,,
139,tumor_066,,
140,tumor_067,,
141,tumor_068,,
142,tumor_069,,
143,tumor_071,,
144,tumor_072,,
145,tumor_073,,
146,tumor_074,,
147,tumor_076,,
148,tumor_077,,
149,tumor_079,,
150,tumor_082,,
151,tumor_083,,
152,tumor_084,,
153,tumor_086,,
154,tumor_087,,
155,tumor_088,,
156,tumor_089,,
157,tumor_091,,
158,tumor_093,,
159,tumor_095,,
160,tumor_096,,
161,tumor_098,,
162,tumor_099,,
163,tumor_100,,
164,tumor_101,,
165,tumor_102,,
166,tumor_108,,
167,tumor_109,,
168,tumor_110,,
169,tumor_111,,
