,train,val,test
0,normal_001,normal_024,normal_049
1,normal_003,normal_097,normal_071
2,normal_004,normal_061,normal_036
3,normal_005,normal_029,normal_099
4,normal_007,normal_070,normal_117
5,normal_008,normal_107,normal_020
6,normal_009,normal_155,normal_041
7,normal_011,normal_056,normal_112
8,normal_012,normal_074,normal_072
9,normal_014,normal_147,normal_002
10,normal_015,normal_069,normal_135
11,normal_016,normal_042,normal_122
12,normal_017,normal_091,normal_110
13,normal_018,normal_006,normal_077
14,normal_021,normal_067,normal_111
15,normal_022,normal_050,normal_089
16,normal_025,normal_013,normal_157
17,normal_026,normal_126,normal_140
18,normal_027,normal_040,normal_119
19,normal_030,normal_127,normal_019
20,normal_031,normal_131,normal_028
21,normal_032,normal_142,normal_075
22,normal_034,normal_060,normal_010
23,normal_035,normal_103,normal_081
24,normal_037,normal_121,normal_145
25,tumor_001,normal_151,normal_093
26,tumor_002,normal_134,normal_156
27,tumor_003,normal_023,normal_033
28,tumor_005,normal_109,normal_076
29,tumor_006,normal_055,normal_046
30,tumor_007,normal_113,normal_080
31,tumor_011,tumor_093,tumor_046
32,tumor_012,tumor_086,tumor_101
33,tumor_013,tumor_075,tumor_050
34,tumor_014,tumor_010,tumor_102
35,tumor_015,tumor_077,tumor_017
36,tumor_016,tumor_074,tumor_069
37,tumor_018,tumor_025,tumor_079
38,tumor_019,tumor_051,tumor_057
39,tumor_020,tumor_039,tumor_070
40,tumor_021,tumor_035,tumor_008
41,tumor_022,tumor_111,tumor_040
42,tumor_023,tumor_099,tumor_004
43,tumor_024,tumor_009,tumor_072
44,,tumor_063,tumor_033
45,,tumor_048,tumor_076
46,,tumor_044,tumor_041
47,,tumor_068,tumor_110
48,,tumor_028,tumor_080
49,,tumor_073,tumor_062
