,train,val,test
0,normal_001,normal_129,normal_096
1,normal_002,normal_132,normal_118
2,normal_003,normal_114,normal_097
3,normal_004,normal_111,normal_127
4,normal_005,normal_076,normal_011
5,normal_006,normal_062,normal_049
6,normal_008,normal_083,normal_067
7,normal_010,normal_042,normal_139
8,normal_012,normal_075,normal_104
9,normal_013,normal_066,normal_099
10,normal_017,normal_024,normal_022
11,normal_019,normal_007,normal_061
12,normal_020,normal_112,normal_054
13,normal_023,normal_102,normal_108
14,normal_025,normal_009,normal_015
15,normal_027,normal_133,normal_016
16,normal_028,normal_158,normal_018
17,normal_030,normal_014,normal_126
18,normal_031,normal_069,normal_115
19,normal_032,normal_098,normal_152
20,normal_033,normal_021,normal_058
21,normal_034,normal_026,normal_081
22,normal_035,normal_123,normal_080
23,normal_037,normal_059,normal_100
24,normal_038,normal_074,normal_151
25,tumor_001,normal_036,normal_110
26,tumor_002,normal_048,normal_065
27,tumor_005,normal_131,normal_045
28,tumor_006,normal_155,normal_068
29,tumor_008,normal_159,normal_103
30,tumor_010,normal_085,normal_029
31,tumor_013,tumor_007,tumor_061
32,tumor_014,tumor_097,tumor_035
33,tumor_015,tumor_059,tumor_107
34,tumor_016,tumor_074,tumor_047
35,tumor_018,tumor_004,tumor_078
36,tumor_019,tumor_072,tumor_067
37,tumor_020,tumor_029,tumor_026
38,tumor_021,tumor_109,tumor_085
39,tumor_022,tumor_003,tumor_040
40,tumor_024,tumor_017,tumor_057
41,tumor_027,tumor_106,tumor_100
42,tumor_028,tumor_011,tumor_039
43,tumor_031,tumor_094,tumor_032
44,,tumor_012,tumor_095
45,,tumor_025,tumor_069
46,,tumor_023,tumor_058
47,,tumor_068,tumor_030
48,,tumor_084,tumor_041
49,,tumor_009,tumor_073
