,train,val,test
0,normal_003,normal_045,normal_141
1,normal_006,normal_027,normal_108
2,normal_007,normal_043,normal_078
3,normal_010,normal_118,normal_080
4,normal_012,normal_156,normal_017
5,normal_013,normal_096,normal_020
6,normal_014,normal_092,normal_134
7,normal_015,normal_024,normal_059
8,normal_016,normal_065,normal_069
9,normal_018,normal_002,normal_095
10,normal_022,normal_151,normal_031
11,normal_023,normal_040,normal_128
12,normal_026,normal_117,normal_123
13,normal_029,normal_005,normal_033
14,normal_030,normal_147,normal_130
15,normal_032,normal_093,normal_146
16,normal_035,normal_028,normal_160
17,normal_036,normal_090,normal_049
18,normal_037,normal_110,normal_115
19,normal_038,normal_008,normal_076
20,normal_039,normal_094,normal_091
21,normal_041,normal_072,normal_088
22,normal_042,normal_119,normal_081
23,normal_044,normal_004,normal_019
24,normal_046,normal_074,normal_152
25,tumor_001,normal_056,normal_111
26,tumor_005,normal_021,normal_098
27,tumor_006,normal_057,normal_112
28,tumor_007,normal_009,normal_121
29,tumor_008,normal_011,normal_034
30,tumor_011,normal_025,normal_001
31,tumor_014,tumor_010,tumor_085
32,tumor_016,tumor_002,tumor_040
33,tumor_017,tumor_025,tumor_051
34,tumor_018,tumor_097,tumor_015
35,tumor_019,tumor_004,tumor_078
36,tumor_020,tumor_080,tumor_048
37,tumor_021,tumor_058,tumor_094
38,tumor_022,tumor_053,tumor_103
39,tumor_023,tumor_081,tumor_013
40,tumor_024,tumor_029,tumor_063
41,tumor_026,tumor_107,tumor_012
42,tumor_028,tumor_027,tumor_105
43,tumor_030,tumor_106,tumor_009
44,,tumor_045,tumor_050
45,,tumor_104,tumor_035
46,,tumor_043,tumor_075
47,,tumor_055,tumor_003
48,,tumor_090,tumor_092
49,,tumor_070,tumor_056
