,train,val,test
0,normal_001,normal_030,normal_014
1,normal_003,normal_043,normal_103
2,normal_004,normal_015,normal_133
3,normal_007,normal_093,normal_111
4,normal_008,normal_082,normal_002
5,normal_009,normal_020,normal_153
6,normal_010,normal_045,normal_097
7,normal_011,normal_012,normal_024
8,normal_013,normal_041,normal_016
9,normal_018,normal_099,normal_033
10,normal_019,normal_091,normal_056
11,normal_021,normal_096,normal_134
12,normal_022,normal_074,normal_140
13,normal_025,normal_107,normal_119
14,normal_026,normal_060,normal_128
15,normal_027,normal_092,normal_073
16,normal_028,normal_067,normal_075
17,normal_029,normal_055,normal_160
18,normal_031,normal_110,normal_146
19,normal_034,normal_102,normal_149
20,normal_035,normal_155,normal_156
21,normal_037,normal_036,normal_109
22,normal_038,normal_052,normal_126
23,normal_039,normal_006,normal_123
24,normal_040,normal_085,normal_137
25,tumor_001,normal_032,normal_079
26,tumor_003,normal_017,normal_125
27,tumor_004,normal_147,normal_121
28,tumor_005,normal_145,normal_005
29,tumor_007,normal_095,normal_023
30,tumor_009,normal_129,normal_090
31,tumor_010,tumor_111,tumor_002
32,tumor_011,tumor_102,tumor_012
33,tumor_013,tumor_094,tumor_035
34,tumor_014,tumor_043,tumor_099
35,tumor_015,tumor_036,tumor_109
36,tumor_016,tumor_100,tumor_027
37,tumor_017,tumor_006,tumor_079
38,tumor_019,tumor_061,tumor_096
39,tumor_020,tumor_008,tumor_104
40,tumor_021,tumor_046,tumor_054
41,tumor_022,tumor_052,tumor_068
42,tumor_024,tumor_050,tumor_093
43,tumor_025,tumor_066,tumor_023
44,,tumor_033,tumor_108
45,,tumor_065,tumor_018
46,,tumor_087,tumor_067
47,,tumor_042,tumor_076
48,,tumor_058,tumor_081
49,,tumor_092,tumor_088
