,train,val,test
0,normal_001,normal_031,normal_019
1,normal_002,normal_066,normal_134
2,normal_003,normal_020,normal_012
3,normal_004,normal_044,normal_011
4,normal_005,normal_132,normal_074
5,normal_006,normal_123,normal_100
6,normal_007,normal_009,normal_142
7,normal_008,normal_131,normal_023
8,normal_010,normal_026,normal_041
9,normal_013,normal_152,normal_087
10,normal_014,normal_016,normal_038
11,normal_015,normal_097,normal_077
12,normal_017,normal_150,normal_144
13,normal_018,normal_128,normal_094
14,normal_021,normal_046,normal_137
15,normal_025,normal_149,normal_121
16,normal_027,normal_084,normal_146
17,normal_028,normal_106,normal_160
18,normal_029,normal_158,normal_135
19,normal_030,normal_130,normal_124
20,normal_032,normal_058,normal_042
21,normal_034,normal_145,normal_147
22,normal_035,normal_153,normal_048
23,normal_036,normal_103,normal_120
24,normal_037,normal_024,normal_092
25,tumor_001,normal_067,normal_061
26,tumor_002,normal_040,normal_062
27,tumor_003,normal_096,normal_022
28,tumor_005,normal_060,normal_082
29,tumor_006,normal_140,normal_126
30,tumor_009,normal_069,normal_033
31,tumor_010,tumor_038,tumor_053
32,tumor_012,tumor_032,tumor_099
33,tumor_013,tumor_048,tumor_042
34,tumor_014,tumor_076,tumor_045
35,tumor_015,tumor_087,tumor_039
36,tumor_016,tumor_110,tumor_104
37,tumor_017,tumor_007,tumor_094
38,tumor_021,tumor_061,tumor_064
39,tumor_024,tumor_107,tumor_085
40,tumor_025,tumor_052,tumor_097
41,tumor_026,tumor_031,tumor_022
42,tumor_027,tumor_089,tumor_102
43,tumor_028,tumor_004,tumor_073
44,,tumor_018,tumor_056
45,,tumor_020,tumor_044
46,,tumor_079,tumor_008
47,,tumor_100,tumor_019
48,,tumor_034,tumor_023
49,,tumor_066,tumor_011
