,train,val,test
normal_001,True,False,False
normal_003,True,False,False
normal_004,True,False,False
normal_005,True,False,False
normal_007,True,False,False
normal_008,True,False,False
normal_009,True,False,False
normal_011,True,False,False
normal_012,True,False,False
normal_014,True,False,False
normal_015,True,False,False
normal_016,True,False,False
normal_017,True,False,False
normal_018,True,False,False
normal_021,True,False,False
normal_022,True,False,False
normal_025,True,False,False
normal_026,True,False,False
normal_027,True,False,False
normal_030,True,False,False
normal_031,True,False,False
normal_032,True,False,False
normal_034,True,False,False
normal_035,True,False,False
normal_037,True,False,False
tumor_001,True,False,False
tumor_002,True,False,False
tumor_003,True,False,False
tumor_005,True,False,False
tumor_006,True,False,False
tumor_007,True,False,False
tumor_011,True,False,False
tumor_012,True,False,False
tumor_013,True,False,False
tumor_014,True,False,False
tumor_015,True,False,False
tumor_016,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_023,True,False,False
tumor_024,True,False,False
normal_024,False,True,False
normal_097,False,True,False
normal_061,False,True,False
normal_029,False,True,False
normal_070,False,True,False
normal_107,False,True,False
normal_155,False,True,False
normal_056,False,True,False
normal_074,False,True,False
normal_147,False,True,False
normal_069,False,True,False
normal_042,False,True,False
normal_091,False,True,False
normal_006,False,True,False
normal_067,False,True,False
normal_050,False,True,False
normal_013,False,True,False
normal_126,False,True,False
normal_040,False,True,False
normal_127,False,True,False
normal_131,False,True,False
normal_142,False,True,False
normal_060,False,True,False
normal_103,False,True,False
normal_121,False,True,False
normal_151,False,True,False
normal_134,False,True,False
normal_023,False,True,False
normal_109,False,True,False
normal_055,False,True,False
normal_113,False,True,False
tumor_093,False,True,False
tumor_086,False,True,False
tumor_075,False,True,False
tumor_010,False,True,False
tumor_077,False,True,False
tumor_074,False,True,False
tumor_025,False,True,False
tumor_051,False,True,False
tumor_039,False,True,False
tumor_035,False,True,False
tumor_111,False,True,False
tumor_099,False,True,False
tumor_009,False,True,False
tumor_063,False,True,False
tumor_048,False,True,False
tumor_044,False,True,False
tumor_068,False,True,False
tumor_028,False,True,False
tumor_073,False,True,False
normal_049,False,False,True
normal_071,False,False,True
normal_036,False,False,True
normal_099,False,False,True
normal_117,False,False,True
normal_020,False,False,True
normal_041,False,False,True
normal_112,False,False,True
normal_072,False,False,True
normal_002,False,False,True
normal_135,False,False,True
normal_122,False,False,True
normal_110,False,False,True
normal_077,False,False,True
normal_111,False,False,True
normal_089,False,False,True
normal_157,False,False,True
normal_140,False,False,True
normal_119,False,False,True
normal_019,False,False,True
normal_028,False,False,True
normal_075,False,False,True
normal_010,False,False,True
normal_081,False,False,True
normal_145,False,False,True
normal_093,False,False,True
normal_156,False,False,True
normal_033,False,False,True
normal_076,False,False,True
normal_046,False,False,True
normal_080,False,False,True
tumor_046,False,False,True
tumor_101,False,False,True
tumor_050,False,False,True
tumor_102,False,False,True
tumor_017,False,False,True
tumor_069,False,False,True
tumor_079,False,False,True
tumor_057,False,False,True
tumor_070,False,False,True
tumor_008,False,False,True
tumor_040,False,False,True
tumor_004,False,False,True
tumor_072,False,False,True
tumor_033,False,False,True
tumor_076,False,False,True
tumor_041,False,False,True
tumor_110,False,False,True
tumor_080,False,False,True
tumor_062,False,False,True
