,train,val,test
0,normal_001,normal_012,normal_010
1,normal_002,normal_060,normal_123
2,normal_003,normal_083,normal_081
3,normal_005,normal_032,normal_100
4,normal_006,normal_009,normal_120
5,normal_007,normal_156,normal_122
6,normal_011,normal_129,normal_031
7,normal_013,normal_118,normal_113
8,normal_014,normal_058,normal_045
9,normal_015,normal_158,normal_116
10,normal_016,normal_046,normal_073
11,normal_017,normal_008,normal_103
12,normal_018,normal_143,normal_055
13,normal_019,normal_061,normal_135
14,normal_020,normal_140,normal_063
15,normal_021,normal_078,normal_132
16,normal_022,normal_109,normal_047
17,normal_024,normal_105,normal_138
18,normal_026,normal_093,normal_127
19,normal_028,normal_149,normal_090
20,normal_029,normal_056,normal_099
21,normal_030,normal_027,normal_087
22,normal_033,normal_139,normal_101
23,normal_034,normal_141,normal_025
24,normal_035,normal_111,normal_074
25,tumor_001,normal_049,normal_038
26,tumor_002,normal_044,normal_128
27,tumor_004,normal_037,normal_071
28,tumor_006,normal_084,normal_048
29,tumor_008,normal_004,normal_110
30,tumor_009,normal_023,normal_042
31,tumor_010,tumor_102,tumor_063
32,tumor_011,tumor_044,tumor_049
33,tumor_014,tumor_090,tumor_040
34,tumor_016,tumor_005,tumor_003
35,tumor_018,tumor_061,tumor_015
36,tumor_019,tumor_071,tumor_094
37,tumor_020,tumor_077,tumor_048
38,tumor_021,tumor_012,tumor_078
39,tumor_024,tumor_052,tumor_111
40,tumor_025,tumor_089,tumor_069
41,tumor_026,tumor_083,tumor_022
42,tumor_027,tumor_042,tumor_091
43,tumor_029,tumor_056,tumor_076
44,,tumor_007,tumor_013
45,,tumor_100,tumor_035
46,,tumor_103,tumor_017
47,,tumor_023,tumor_028
48,,tumor_084,tumor_109
49,,tumor_097,tumor_088
