,train,val,test
0,normal_002,normal_076,normal_095
1,normal_003,normal_136,normal_155
2,normal_004,normal_021,normal_114
3,normal_007,normal_147,normal_156
4,normal_008,normal_125,normal_023
5,normal_010,normal_132,normal_050
6,normal_011,normal_005,normal_054
7,normal_012,normal_108,normal_116
8,normal_013,normal_151,normal_157
9,normal_018,normal_099,normal_144
10,normal_019,normal_017,normal_036
11,normal_020,normal_041,normal_046
12,normal_022,normal_038,normal_096
13,normal_024,normal_115,normal_149
14,normal_025,normal_103,normal_014
15,normal_026,normal_087,normal_148
16,normal_027,normal_001,normal_083
17,normal_028,normal_129,normal_015
18,normal_029,normal_101,normal_039
19,normal_030,normal_109,normal_066
20,normal_031,normal_056,normal_035
21,normal_033,normal_123,normal_016
22,normal_034,normal_042,normal_133
23,normal_037,normal_142,normal_062
24,normal_040,normal_113,normal_006
25,tumor_001,normal_048,normal_118
26,tumor_002,normal_009,normal_143
27,tumor_003,normal_069,normal_140
28,tumor_004,normal_106,normal_032
29,tumor_005,normal_079,normal_100
30,tumor_008,normal_064,normal_159
31,tumor_009,tumor_043,tumor_042
32,tumor_010,tumor_013,tumor_007
33,tumor_011,tumor_077,tumor_057
34,tumor_012,tumor_090,tumor_103
35,tumor_014,tumor_054,tumor_015
36,tumor_019,tumor_036,tumor_020
37,tumor_021,tumor_110,tumor_082
38,tumor_024,tumor_066,tumor_037
39,tumor_025,tumor_078,tumor_109
40,tumor_027,tumor_031,tumor_105
41,tumor_028,tumor_030,tumor_022
42,tumor_029,tumor_068,tumor_049
43,tumor_032,tumor_006,tumor_092
44,,tumor_016,tumor_023
45,,tumor_088,tumor_044
46,,tumor_080,tumor_064
47,,tumor_017,tumor_026
48,,tumor_094,tumor_065
49,,tumor_018,tumor_101
