,train,val,test
normal_001,True,False,False
normal_002,True,False,False
normal_003,True,False,False
normal_005,True,False,False
normal_006,True,False,False
normal_007,True,False,False
normal_011,True,False,False
normal_013,True,False,False
normal_014,True,False,False
normal_015,True,False,False
normal_016,True,False,False
normal_017,True,False,False
normal_018,True,False,False
normal_019,True,False,False
normal_020,True,False,False
normal_021,True,False,False
normal_022,True,False,False
normal_024,True,False,False
normal_026,True,False,False
normal_028,True,False,False
normal_029,True,False,False
normal_030,True,False,False
normal_033,True,False,False
normal_034,True,False,False
normal_035,True,False,False
tumor_001,True,False,False
tumor_002,True,False,False
tumor_004,True,False,False
tumor_006,True,False,False
tumor_008,True,False,False
tumor_009,True,False,False
tumor_010,True,False,False
tumor_011,True,False,False
tumor_014,True,False,False
tumor_016,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_024,True,False,False
tumor_025,True,False,False
tumor_026,True,False,False
tumor_027,True,False,False
tumor_029,True,False,False
normal_012,False,True,False
normal_060,False,True,False
normal_083,False,True,False
normal_032,False,True,False
normal_009,False,True,False
normal_156,False,True,False
normal_129,False,True,False
normal_118,False,True,False
normal_058,False,True,False
normal_158,False,True,False
normal_046,False,True,False
normal_008,False,True,False
normal_143,False,True,False
normal_061,False,True,False
normal_140,False,True,False
normal_078,False,True,False
normal_109,False,True,False
normal_105,False,True,False
normal_093,False,True,False
normal_149,False,True,False
normal_056,False,True,False
normal_027,False,True,False
normal_139,False,True,False
normal_141,False,True,False
normal_111,False,True,False
normal_049,False,True,False
normal_044,False,True,False
normal_037,False,True,False
normal_084,False,True,False
normal_004,False,True,False
normal_023,False,True,False
tumor_102,False,True,False
tumor_044,False,True,False
tumor_090,False,True,False
tumor_005,False,True,False
tumor_061,False,True,False
tumor_071,False,True,False
tumor_077,False,True,False
tumor_012,False,True,False
tumor_052,False,True,False
tumor_089,False,True,False
tumor_083,False,True,False
tumor_042,False,True,False
tumor_056,False,True,False
tumor_007,False,True,False
tumor_100,False,True,False
tumor_103,False,True,False
tumor_023,False,True,False
tumor_084,False,True,False
tumor_097,False,True,False
normal_010,False,False,True
normal_123,False,False,True
normal_081,False,False,True
normal_100,False,False,True
normal_120,False,False,True
normal_122,False,False,True
normal_031,False,False,True
normal_113,False,False,True
normal_045,False,False,True
normal_116,False,False,True
normal_073,False,False,True
normal_103,False,False,True
normal_055,False,False,True
normal_135,False,False,True
normal_063,False,False,True
normal_132,False,False,True
normal_047,False,False,True
normal_138,False,False,True
normal_127,False,False,True
normal_090,False,False,True
normal_099,False,False,True
normal_087,False,False,True
normal_101,False,False,True
normal_025,False,False,True
normal_074,False,False,True
normal_038,False,False,True
normal_128,False,False,True
normal_071,False,False,True
normal_048,False,False,True
normal_110,False,False,True
normal_042,False,False,True
tumor_063,False,False,True
tumor_049,False,False,True
tumor_040,False,False,True
tumor_003,False,False,True
tumor_015,False,False,True
tumor_094,False,False,True
tumor_048,False,False,True
tumor_078,False,False,True
tumor_111,False,False,True
tumor_069,False,False,True
tumor_022,False,False,True
tumor_091,False,False,True
tumor_076,False,False,True
tumor_013,False,False,True
tumor_035,False,False,True
tumor_017,False,False,True
tumor_028,False,False,True
tumor_109,False,False,True
tumor_088,False,False,True
