,train,val,test
0,normal_001,normal_110,normal_151
1,normal_002,normal_107,normal_101
2,normal_003,normal_138,normal_073
3,normal_005,normal_014,normal_070
4,normal_006,normal_153,normal_074
5,normal_007,normal_015,normal_017
6,normal_010,normal_125,normal_144
7,normal_011,normal_069,normal_060
8,normal_012,normal_078,normal_124
9,normal_013,normal_134,normal_075
10,normal_016,normal_063,normal_077
11,normal_018,normal_020,normal_054
12,normal_019,normal_008,normal_145
13,normal_021,normal_158,normal_028
14,normal_022,normal_046,normal_058
15,normal_023,normal_141,normal_136
16,normal_024,normal_033,normal_025
17,normal_026,normal_126,normal_133
18,normal_029,normal_032,normal_142
19,normal_030,normal_118,normal_042
20,normal_034,normal_123,normal_084
21,normal_036,normal_132,normal_035
22,normal_037,normal_027,normal_004
23,normal_038,normal_122,normal_072
24,normal_039,normal_103,normal_091
25,tumor_001,normal_098,normal_061
26,tumor_002,normal_082,normal_031
27,tumor_006,normal_111,normal_119
28,tumor_008,normal_157,normal_083
29,tumor_009,normal_100,normal_090
30,tumor_010,normal_066,normal_009
31,tumor_011,tumor_078,tumor_108
32,tumor_012,tumor_058,tumor_064
33,tumor_013,tumor_096,tumor_005
34,tumor_014,tumor_041,tumor_075
35,tumor_015,tumor_044,tumor_057
36,tumor_016,tumor_076,tumor_063
37,tumor_018,tumor_083,tumor_086
38,tumor_019,tumor_053,tumor_038
39,tumor_021,tumor_020,tumor_051
40,tumor_022,tumor_111,tumor_065
41,tumor_023,tumor_054,tumor_003
42,tumor_024,tumor_060,tumor_043
43,tumor_026,tumor_079,tumor_025
44,,tumor_066,tumor_004
45,,tumor_073,tumor_031
46,,tumor_034,tumor_017
47,,tumor_039,tumor_007
48,,tumor_105,tumor_046
49,,tumor_047,tumor_074
