,train,val,test
normal_001,True,False,False
normal_002,True,False,False
normal_003,True,False,False
normal_004,True,False,False
normal_005,True,False,False
normal_006,True,False,False
normal_007,True,False,False
normal_008,True,False,False
normal_010,True,False,False
normal_013,True,False,False
normal_014,True,False,False
normal_015,True,False,False
normal_017,True,False,False
normal_018,True,False,False
normal_021,True,False,False
normal_025,True,False,False
normal_027,True,False,False
normal_028,True,False,False
normal_029,True,False,False
normal_030,True,False,False
normal_032,True,False,False
normal_034,True,False,False
normal_035,True,False,False
normal_036,True,False,False
normal_037,True,False,False
tumor_001,True,False,False
tumor_002,True,False,False
tumor_003,True,False,False
tumor_005,True,False,False
tumor_006,True,False,False
tumor_009,True,False,False
tumor_010,True,False,False
tumor_012,True,False,False
tumor_013,True,False,False
tumor_014,True,False,False
tumor_015,True,False,False
tumor_016,True,False,False
tumor_017,True,False,False
tumor_021,True,False,False
tumor_024,True,False,False
tumor_025,True,False,False
tumor_026,True,False,False
tumor_027,True,False,False
tumor_028,True,False,False
normal_031,False,True,False
normal_066,False,True,False
normal_020,False,True,False
normal_044,False,True,False
normal_132,False,True,False
normal_123,False,True,False
normal_009,False,True,False
normal_131,False,True,False
normal_026,False,True,False
normal_152,False,True,False
normal_016,False,True,False
normal_097,False,True,False
normal_150,False,True,False
normal_128,False,True,False
normal_046,False,True,False
normal_149,False,True,False
normal_084,False,True,False
normal_106,False,True,False
normal_158,False,True,False
normal_130,False,True,False
normal_058,False,True,False
normal_145,False,True,False
normal_153,False,True,False
normal_103,False,True,False
normal_024,False,True,False
normal_067,False,True,False
normal_040,False,True,False
normal_096,False,True,False
normal_060,False,True,False
normal_140,False,True,False
normal_069,False,True,False
tumor_038,False,True,False
tumor_032,False,True,False
tumor_048,False,True,False
tumor_076,False,True,False
tumor_087,False,True,False
tumor_110,False,True,False
tumor_007,False,True,False
tumor_061,False,True,False
tumor_107,False,True,False
tumor_052,False,True,False
tumor_031,False,True,False
tumor_089,False,True,False
tumor_004,False,True,False
tumor_018,False,True,False
tumor_020,False,True,False
tumor_079,False,True,False
tumor_100,False,True,False
tumor_034,False,True,False
tumor_066,False,True,False
normal_019,False,False,True
normal_134,False,False,True
normal_012,False,False,True
normal_011,False,False,True
normal_074,False,False,True
normal_100,False,False,True
normal_142,False,False,True
normal_023,False,False,True
normal_041,False,False,True
normal_087,False,False,True
normal_038,False,False,True
normal_077,False,False,True
normal_144,False,False,True
normal_094,False,False,True
normal_137,False,False,True
normal_121,False,False,True
normal_146,False,False,True
normal_160,False,False,True
normal_135,False,False,True
normal_124,False,False,True
normal_042,False,False,True
normal_147,False,False,True
normal_048,False,False,True
normal_120,False,False,True
normal_092,False,False,True
normal_061,False,False,True
normal_062,False,False,True
normal_022,False,False,True
normal_082,False,False,True
normal_126,False,False,True
normal_033,False,False,True
tumor_053,False,False,True
tumor_099,False,False,True
tumor_042,False,False,True
tumor_045,False,False,True
tumor_039,False,False,True
tumor_104,False,False,True
tumor_094,False,False,True
tumor_064,False,False,True
tumor_085,False,False,True
tumor_097,False,False,True
tumor_022,False,False,True
tumor_102,False,False,True
tumor_073,False,False,True
tumor_056,False,False,True
tumor_044,False,False,True
tumor_008,False,False,True
tumor_019,False,False,True
tumor_023,False,False,True
tumor_011,False,False,True
