,train,val,test
0,normal_002,normal_076,normal_095
1,normal_003,normal_136,normal_155
2,normal_004,normal_021,normal_114
3,normal_007,normal_147,normal_156
4,normal_008,normal_125,normal_023
5,normal_010,normal_132,normal_050
6,normal_011,normal_005,normal_054
7,normal_012,normal_108,normal_116
8,normal_013,normal_151,normal_157
9,normal_018,normal_099,normal_144
10,normal_019,normal_017,normal_036
11,normal_020,normal_041,normal_046
12,normal_022,normal_038,normal_096
13,normal_024,normal_115,normal_149
14,normal_025,normal_103,normal_014
15,normal_026,normal_087,normal_148
16,normal_027,normal_001,normal_083
17,normal_028,normal_129,normal_015
18,normal_029,normal_101,normal_039
19,normal_030,normal_109,normal_066
20,normal_031,normal_056,normal_035
21,normal_033,normal_123,normal_016
22,normal_034,normal_042,normal_133
23,normal_037,normal_142,normal_062
24,normal_040,normal_113,normal_006
25,normal_043,normal_048,normal_118
26,normal_044,normal_009,normal_143
27,normal_045,normal_069,normal_140
28,normal_047,normal_106,normal_032
29,normal_049,normal_079,normal_100
30,normal_051,normal_064,normal_159
31,normal_052,tumor_043,tumor_042
32,normal_053,tumor_013,tumor_007
33,normal_055,tumor_077,tumor_057
34,normal_057,tumor_090,tumor_103
35,normal_058,tumor_054,tumor_015
36,normal_059,tumor_036,tumor_020
37,normal_060,tumor_110,tumor_082
38,normal_061,tumor_066,tumor_037
39,normal_063,tumor_078,tumor_109
40,normal_065,tumor_031,tumor_105
41,normal_067,tumor_030,tumor_022
42,normal_068,tumor_068,tumor_049
43,normal_070,tumor_006,tumor_092
44,normal_071,tumor_016,tumor_023
45,normal_072,tumor_088,tumor_044
46,normal_073,tumor_080,tumor_064
47,normal_074,tumor_017,tumor_026
48,normal_075,tumor_094,tumor_065
49,normal_077,tumor_018,tumor_101
50,normal_078,,
51,normal_080,,
52,normal_081,,
53,normal_082,,
54,normal_084,,
55,normal_085,,
56,normal_088,,
57,normal_089,,
58,normal_090,,
59,normal_091,,
60,normal_092,,
61,normal_093,,
62,normal_094,,
63,normal_097,,
64,normal_098,,
65,normal_102,,
66,normal_104,,
67,normal_105,,
68,normal_107,,
69,normal_110,,
70,normal_111,,
71,normal_112,,
72,normal_117,,
73,tumor_001,,
74,tumor_002,,
75,tumor_003,,
76,tumor_004,,
77,tumor_005,,
78,tumor_008,,
79,tumor_009,,
80,tumor_010,,
81,tumor_011,,
82,tumor_012,,
83,tumor_014,,
84,tumor_019,,
85,tumor_021,,
86,tumor_024,,
87,tumor_025,,
88,tumor_027,,
89,tumor_028,,
90,tumor_029,,
91,tumor_032,,
92,tumor_033,,
93,tumor_034,,
94,tumor_035,,
95,tumor_038,,
96,tumor_039,,
97,tumor_040,,
98,tumor_041,,
99,tumor_045,,
100,tumor_046,,
101,tumor_047,,
102,tumor_048,,
103,tumor_050,,
104,tumor_051,,
105,tumor_052,,
106,tumor_053,,
107,tumor_055,,
108,tumor_056,,
109,tumor_058,,
110,tumor_059,,
111,tumor_060,,
112,tumor_061,,
113,tumor_062,,
114,tumor_063,,
115,tumor_067,,
116,tumor_069,,
117,tumor_070,,
118,tumor_071,,
119,tumor_072,,
120,tumor_073,,
121,tumor_074,,
122,tumor_075,,
123,tumor_076,,
124,tumor_079,,
125,tumor_081,,
126,tumor_083,,
127,tumor_084,,
