,train,val,test
normal_001,True,False,False
normal_002,True,False,False
normal_003,True,False,False
normal_005,True,False,False
normal_006,True,False,False
normal_007,True,False,False
normal_010,True,False,False
normal_011,True,False,False
normal_012,True,False,False
normal_013,True,False,False
normal_016,True,False,False
normal_018,True,False,False
normal_019,True,False,False
normal_021,True,False,False
normal_022,True,False,False
normal_023,True,False,False
normal_024,True,False,False
normal_026,True,False,False
normal_029,True,False,False
normal_030,True,False,False
normal_034,True,False,False
normal_036,True,False,False
normal_037,True,False,False
normal_038,True,False,False
normal_039,True,False,False
normal_040,True,False,False
normal_041,True,False,False
normal_043,True,False,False
normal_044,True,False,False
normal_045,True,False,False
normal_047,True,False,False
normal_048,True,False,False
normal_049,True,False,False
normal_050,True,False,False
normal_051,True,False,False
normal_052,True,False,False
normal_053,True,False,False
normal_055,True,False,False
normal_056,True,False,False
normal_057,True,False,False
normal_059,True,False,False
normal_062,True,False,False
normal_064,True,False,False
normal_065,True,False,False
normal_067,True,False,False
normal_068,True,False,False
normal_071,True,False,False
normal_076,True,False,False
normal_079,True,False,False
normal_080,True,False,False
normal_081,True,False,False
normal_085,True,False,False
normal_087,True,False,False
normal_088,True,False,False
normal_089,True,False,False
normal_092,True,False,False
normal_093,True,False,False
normal_094,True,False,False
normal_095,True,False,False
normal_096,True,False,False
normal_097,True,False,False
normal_099,True,False,False
normal_102,True,False,False
normal_104,True,False,False
normal_105,True,False,False
normal_106,True,False,False
normal_108,True,False,False
normal_109,True,False,False
normal_112,True,False,False
normal_113,True,False,False
normal_114,True,False,False
normal_115,True,False,False
normal_116,True,False,False
tumor_001,True,False,False
tumor_002,True,False,False
tumor_006,True,False,False
tumor_008,True,False,False
tumor_009,True,False,False
tumor_010,True,False,False
tumor_011,True,False,False
tumor_012,True,False,False
tumor_013,True,False,False
tumor_014,True,False,False
tumor_015,True,False,False
tumor_016,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_023,True,False,False
tumor_024,True,False,False
tumor_026,True,False,False
tumor_027,True,False,False
tumor_028,True,False,False
tumor_029,True,False,False
tumor_030,True,False,False
tumor_032,True,False,False
tumor_033,True,False,False
tumor_035,True,False,False
tumor_036,True,False,False
tumor_037,True,False,False
tumor_040,True,False,False
tumor_042,True,False,False
tumor_045,True,False,False
tumor_048,True,False,False
tumor_049,True,False,False
tumor_050,True,False,False
tumor_052,True,False,False
tumor_055,True,False,False
tumor_056,True,False,False
tumor_059,True,False,False
tumor_061,True,False,False
tumor_062,True,False,False
tumor_067,True,False,False
tumor_068,True,False,False
tumor_069,True,False,False
tumor_070,True,False,False
tumor_071,True,False,False
tumor_072,True,False,False
tumor_077,True,False,False
tumor_080,True,False,False
tumor_081,True,False,False
tumor_082,True,False,False
tumor_084,True,False,False
tumor_085,True,False,False
tumor_087,True,False,False
tumor_088,True,False,False
tumor_089,True,False,False
normal_110,False,True,False
normal_107,False,True,False
normal_138,False,True,False
normal_014,False,True,False
normal_153,False,True,False
normal_015,False,True,False
normal_125,False,True,False
normal_069,False,True,False
normal_078,False,True,False
normal_134,False,True,False
normal_063,False,True,False
normal_020,False,True,False
normal_008,False,True,False
normal_158,False,True,False
normal_046,False,True,False
normal_141,False,True,False
normal_033,False,True,False
normal_126,False,True,False
normal_032,False,True,False
normal_118,False,True,False
normal_123,False,True,False
normal_132,False,True,False
normal_027,False,True,False
normal_122,False,True,False
normal_103,False,True,False
normal_098,False,True,False
normal_082,False,True,False
normal_111,False,True,False
normal_157,False,True,False
normal_100,False,True,False
normal_066,False,True,False
tumor_078,False,True,False
tumor_058,False,True,False
tumor_096,False,True,False
tumor_041,False,True,False
tumor_044,False,True,False
tumor_076,False,True,False
tumor_083,False,True,False
tumor_053,False,True,False
tumor_020,False,True,False
tumor_111,False,True,False
tumor_054,False,True,False
tumor_060,False,True,False
tumor_079,False,True,False
tumor_066,False,True,False
tumor_073,False,True,False
tumor_034,False,True,False
tumor_039,False,True,False
tumor_105,False,True,False
tumor_047,False,True,False
normal_151,False,False,True
normal_101,False,False,True
normal_073,False,False,True
normal_070,False,False,True
normal_074,False,False,True
normal_017,False,False,True
normal_144,False,False,True
normal_060,False,False,True
normal_124,False,False,True
normal_075,False,False,True
normal_077,False,False,True
normal_054,False,False,True
normal_145,False,False,True
normal_028,False,False,True
normal_058,False,False,True
normal_136,False,False,True
normal_025,False,False,True
normal_133,False,False,True
normal_142,False,False,True
normal_042,False,False,True
normal_084,False,False,True
normal_035,False,False,True
normal_004,False,False,True
normal_072,False,False,True
normal_091,False,False,True
normal_061,False,False,True
normal_031,False,False,True
normal_119,False,False,True
normal_083,False,False,True
normal_090,False,False,True
normal_009,False,False,True
tumor_108,False,False,True
tumor_064,False,False,True
tumor_005,False,False,True
tumor_075,False,False,True
tumor_057,False,False,True
tumor_063,False,False,True
tumor_086,False,False,True
tumor_038,False,False,True
tumor_051,False,False,True
tumor_065,False,False,True
tumor_003,False,False,True
tumor_043,False,False,True
tumor_025,False,False,True
tumor_004,False,False,True
tumor_031,False,False,True
tumor_017,False,False,True
tumor_007,False,False,True
tumor_046,False,False,True
tumor_074,False,False,True
