,train,val,test
0,normal_003,normal_045,normal_141
1,normal_006,normal_027,normal_108
2,normal_007,normal_043,normal_078
3,normal_010,normal_118,normal_080
4,normal_012,normal_156,normal_017
5,normal_013,normal_096,normal_020
6,normal_014,normal_092,normal_134
7,normal_015,normal_024,normal_059
8,normal_016,normal_065,normal_069
9,normal_018,normal_002,normal_095
10,normal_022,normal_151,normal_031
11,normal_023,normal_040,normal_128
12,normal_026,normal_117,normal_123
13,normal_029,normal_005,normal_033
14,normal_030,normal_147,normal_130
15,normal_032,normal_093,normal_146
16,normal_035,normal_028,normal_160
17,normal_036,normal_090,normal_049
18,normal_037,normal_110,normal_115
19,normal_038,normal_008,normal_076
20,normal_039,normal_094,normal_091
21,normal_041,normal_072,normal_088
22,normal_042,normal_119,normal_081
23,normal_044,normal_004,normal_019
24,normal_046,normal_074,normal_152
25,normal_047,normal_056,normal_111
26,normal_048,normal_021,normal_098
27,normal_050,normal_057,normal_112
28,normal_051,normal_009,normal_121
29,normal_052,normal_011,normal_034
30,normal_053,normal_025,normal_001
31,normal_054,tumor_010,tumor_085
32,normal_055,tumor_002,tumor_040
33,normal_058,tumor_025,tumor_051
34,normal_060,tumor_097,tumor_015
35,normal_061,tumor_004,tumor_078
36,normal_062,tumor_080,tumor_048
37,normal_063,tumor_058,tumor_094
38,normal_064,tumor_053,tumor_103
39,normal_066,tumor_081,tumor_013
40,normal_067,tumor_029,tumor_063
41,normal_068,tumor_107,tumor_012
42,normal_070,tumor_027,tumor_105
43,normal_071,tumor_106,tumor_009
44,normal_073,tumor_045,tumor_050
45,normal_075,tumor_104,tumor_035
46,normal_077,tumor_043,tumor_075
47,normal_079,tumor_055,tumor_003
48,normal_082,tumor_090,tumor_092
49,normal_083,tumor_070,tumor_056
50,normal_084,,
51,normal_085,,
52,normal_087,,
53,normal_089,,
54,normal_097,,
55,normal_099,,
56,normal_100,,
57,normal_101,,
58,normal_102,,
59,normal_103,,
60,normal_104,,
61,normal_105,,
62,normal_106,,
63,normal_107,,
64,normal_109,,
65,normal_113,,
66,normal_114,,
67,normal_116,,
68,normal_120,,
69,normal_122,,
70,normal_124,,
71,normal_125,,
72,normal_126,,
73,tumor_001,,
74,tumor_005,,
75,tumor_006,,
76,tumor_007,,
77,tumor_008,,
78,tumor_011,,
79,tumor_014,,
80,tumor_016,,
81,tumor_017,,
82,tumor_018,,
83,tumor_019,,
84,tumor_020,,
85,tumor_021,,
86,tumor_022,,
87,tumor_023,,
88,tumor_024,,
89,tumor_026,,
90,tumor_028,,
91,tumor_030,,
92,tumor_031,,
93,tumor_032,,
94,tumor_033,,
95,tumor_034,,
96,tumor_036,,
97,tumor_037,,
98,tumor_038,,
99,tumor_039,,
100,tumor_041,,
101,tumor_042,,
102,tumor_044,,
103,tumor_046,,
104,tumor_047,,
105,tumor_049,,
106,tumor_052,,
107,tumor_054,,
108,tumor_057,,
109,tumor_059,,
110,tumor_060,,
111,tumor_061,,
112,tumor_062,,
113,tumor_064,,
114,tumor_065,,
115,tumor_066,,
116,tumor_067,,
117,tumor_068,,
118,tumor_069,,
119,tumor_071,,
120,tumor_072,,
121,tumor_073,,
122,tumor_074,,
123,tumor_076,,
124,tumor_077,,
125,tumor_079,,
126,tumor_082,,
127,tumor_083,,
