,train,val,test
0,normal_001,normal_030,normal_014
1,normal_003,normal_043,normal_103
2,normal_004,normal_015,normal_133
3,normal_007,normal_093,normal_111
4,normal_008,normal_082,normal_002
5,normal_009,normal_020,normal_153
6,normal_010,normal_045,normal_097
7,normal_011,normal_012,normal_024
8,normal_013,normal_041,normal_016
9,normal_018,normal_099,normal_033
10,normal_019,normal_091,normal_056
11,normal_021,normal_096,normal_134
12,normal_022,normal_074,normal_140
13,normal_025,normal_107,normal_119
14,normal_026,normal_060,normal_128
15,normal_027,normal_092,normal_073
16,normal_028,normal_067,normal_075
17,normal_029,normal_055,normal_160
18,normal_031,normal_110,normal_146
19,normal_034,normal_102,normal_149
20,normal_035,normal_155,normal_156
21,normal_037,normal_036,normal_109
22,normal_038,normal_052,normal_126
23,normal_039,normal_006,normal_123
24,normal_040,normal_085,normal_137
25,normal_042,normal_032,normal_079
26,normal_044,normal_017,normal_125
27,normal_046,normal_147,normal_121
28,normal_047,normal_145,normal_005
29,normal_048,normal_095,normal_023
30,normal_049,normal_129,normal_090
31,normal_050,tumor_111,tumor_002
32,normal_051,tumor_102,tumor_012
33,normal_053,tumor_094,tumor_035
34,normal_054,tumor_043,tumor_099
35,normal_057,tumor_036,tumor_109
36,normal_058,tumor_100,tumor_027
37,normal_059,tumor_006,tumor_079
38,normal_061,tumor_061,tumor_096
39,normal_062,tumor_008,tumor_104
40,normal_063,tumor_046,tumor_054
41,normal_064,tumor_052,tumor_068
42,normal_065,tumor_050,tumor_093
43,normal_066,tumor_066,tumor_023
44,normal_068,tumor_033,tumor_108
45,normal_069,tumor_065,tumor_018
46,normal_070,tumor_087,tumor_067
47,normal_071,tumor_042,tumor_076
48,normal_072,tumor_058,tumor_081
49,normal_076,tumor_092,tumor_088
50,normal_077,,
51,normal_078,,
52,normal_080,,
53,normal_081,,
54,normal_083,,
55,normal_084,,
56,normal_087,,
57,normal_088,,
58,normal_089,,
59,normal_094,,
60,normal_098,,
61,normal_100,,
62,normal_101,,
63,normal_104,,
64,normal_105,,
65,normal_106,,
66,normal_108,,
67,normal_112,,
68,normal_113,,
69,normal_114,,
70,normal_115,,
71,normal_116,,
72,normal_117,,
73,tumor_001,,
74,tumor_003,,
75,tumor_004,,
76,tumor_005,,
77,tumor_007,,
78,tumor_009,,
79,tumor_010,,
80,tumor_011,,
81,tumor_013,,
82,tumor_014,,
83,tumor_015,,
84,tumor_016,,
85,tumor_017,,
86,tumor_019,,
87,tumor_020,,
88,tumor_021,,
89,tumor_022,,
90,tumor_024,,
91,tumor_025,,
92,tumor_026,,
93,tumor_028,,
94,tumor_029,,
95,tumor_030,,
96,tumor_031,,
97,tumor_032,,
98,tumor_034,,
99,tumor_037,,
100,tumor_038,,
101,tumor_039,,
102,tumor_040,,
103,tumor_041,,
104,tumor_044,,
105,tumor_045,,
106,tumor_047,,
107,tumor_048,,
108,tumor_049,,
109,tumor_051,,
110,tumor_053,,
111,tumor_055,,
112,tumor_056,,
113,tumor_057,,
114,tumor_059,,
115,tumor_060,,
116,tumor_062,,
117,tumor_063,,
118,tumor_064,,
119,tumor_069,,
120,tumor_070,,
121,tumor_071,,
122,tumor_072,,
123,tumor_073,,
124,tumor_074,,
125,tumor_075,,
126,tumor_077,,
127,tumor_078,,
