,train,val,test
0,normal_001,normal_035,normal_156
1,normal_003,normal_147,normal_159
2,normal_004,normal_148,normal_070
3,normal_005,normal_081,normal_043
4,normal_007,normal_135,normal_013
5,normal_008,normal_017,normal_124
6,normal_009,normal_139,normal_130
7,normal_010,normal_006,normal_097
8,normal_011,normal_137,normal_118
9,normal_014,normal_155,normal_046
10,normal_018,normal_119,normal_152
11,normal_019,normal_073,normal_015
12,normal_020,normal_031,normal_141
13,normal_021,normal_029,normal_069
14,normal_022,normal_075,normal_107
15,normal_023,normal_016,normal_057
16,normal_024,normal_132,normal_112
17,normal_025,normal_099,normal_071
18,normal_026,normal_125,normal_034
19,normal_027,normal_084,normal_145
20,normal_028,normal_105,normal_036
21,normal_030,normal_041,normal_111
22,normal_032,normal_067,normal_108
23,normal_033,normal_093,normal_061
24,normal_037,normal_051,normal_074
25,normal_038,normal_002,normal_012
26,normal_039,normal_060,normal_104
27,normal_040,normal_092,normal_113
28,normal_044,normal_042,normal_129
29,normal_045,normal_089,normal_068
30,normal_047,normal_064,normal_149
31,normal_048,tumor_109,tumor_045
32,normal_049,tumor_085,tumor_033
33,normal_050,tumor_081,tumor_035
34,normal_052,tumor_002,tumor_087
35,normal_053,tumor_044,tumor_036
36,normal_054,tumor_026,tumor_034
37,normal_055,tumor_059,tumor_054
38,normal_056,tumor_110,tumor_080
39,normal_058,tumor_014,tumor_098
40,normal_059,tumor_073,tumor_060
41,normal_062,tumor_003,tumor_008
42,normal_063,tumor_091,tumor_049
43,normal_065,tumor_072,tumor_012
44,normal_066,tumor_083,tumor_094
45,normal_072,tumor_076,tumor_056
46,normal_076,tumor_004,tumor_031
47,normal_077,tumor_053,tumor_063
48,normal_078,tumor_058,tumor_050
49,tumor_001,tumor_021,tumor_101
50,tumor_005,,
51,tumor_006,,
52,tumor_007,,
53,tumor_009,,
54,tumor_010,,
55,tumor_011,,
56,tumor_013,,
57,tumor_015,,
58,tumor_016,,
59,tumor_017,,
60,tumor_018,,
61,tumor_019,,
62,tumor_020,,
63,tumor_022,,
64,tumor_023,,
65,tumor_024,,
66,tumor_025,,
67,tumor_027,,
68,tumor_028,,
69,tumor_029,,
70,tumor_030,,
71,tumor_032,,
72,tumor_037,,
73,tumor_038,,
74,tumor_039,,
75,tumor_040,,
76,tumor_041,,
77,tumor_042,,
78,tumor_043,,
79,tumor_046,,
80,tumor_047,,
81,tumor_048,,
82,tumor_051,,
83,tumor_052,,
84,tumor_055,,
85,tumor_057,,
