,train,val,test
0,normal_001,normal_110,normal_151
1,normal_002,normal_107,normal_101
2,normal_003,normal_138,normal_073
3,normal_005,normal_014,normal_070
4,normal_006,normal_153,normal_074
5,normal_007,normal_015,normal_017
6,normal_010,normal_125,normal_144
7,normal_011,normal_069,normal_060
8,normal_012,normal_078,normal_124
9,normal_013,normal_134,normal_075
10,normal_016,normal_063,normal_077
11,normal_018,normal_020,normal_054
12,normal_019,normal_008,normal_145
13,normal_021,normal_158,normal_028
14,normal_022,normal_046,normal_058
15,normal_023,normal_141,normal_136
16,normal_024,normal_033,normal_025
17,normal_026,normal_126,normal_133
18,normal_029,normal_032,normal_142
19,normal_030,normal_118,normal_042
20,normal_034,normal_123,normal_084
21,normal_036,normal_132,normal_035
22,normal_037,normal_027,normal_004
23,normal_038,normal_122,normal_072
24,normal_039,normal_103,normal_091
25,normal_040,normal_098,normal_061
26,normal_041,normal_082,normal_031
27,normal_043,normal_111,normal_119
28,normal_044,normal_157,normal_083
29,normal_045,normal_100,normal_090
30,normal_047,normal_066,normal_009
31,normal_048,tumor_078,tumor_108
32,normal_049,tumor_058,tumor_064
33,normal_050,tumor_096,tumor_005
34,normal_051,tumor_041,tumor_075
35,normal_052,tumor_044,tumor_057
36,normal_053,tumor_076,tumor_063
37,normal_055,tumor_083,tumor_086
38,normal_056,tumor_053,tumor_038
39,normal_057,tumor_020,tumor_051
40,normal_059,tumor_111,tumor_065
41,normal_062,tumor_054,tumor_003
42,normal_064,tumor_060,tumor_043
43,normal_065,tumor_079,tumor_025
44,normal_067,tumor_066,tumor_004
45,normal_068,tumor_073,tumor_031
46,normal_071,tumor_034,tumor_017
47,normal_076,tumor_039,tumor_007
48,normal_079,tumor_105,tumor_046
49,tumor_001,tumor_047,tumor_074
50,tumor_002,,
51,tumor_006,,
52,tumor_008,,
53,tumor_009,,
54,tumor_010,,
55,tumor_011,,
56,tumor_012,,
57,tumor_013,,
58,tumor_014,,
59,tumor_015,,
60,tumor_016,,
61,tumor_018,,
62,tumor_019,,
63,tumor_021,,
64,tumor_022,,
65,tumor_023,,
66,tumor_024,,
67,tumor_026,,
68,tumor_027,,
69,tumor_028,,
70,tumor_029,,
71,tumor_030,,
72,tumor_032,,
73,tumor_033,,
74,tumor_035,,
75,tumor_036,,
76,tumor_037,,
77,tumor_040,,
78,tumor_042,,
79,tumor_045,,
80,tumor_048,,
81,tumor_049,,
82,tumor_050,,
83,tumor_052,,
84,tumor_055,,
85,tumor_056,,
