,train,val,test
0,normal_001,normal_129,normal_096
1,normal_002,normal_132,normal_118
2,normal_003,normal_114,normal_097
3,normal_004,normal_111,normal_127
4,normal_005,normal_076,normal_011
5,normal_006,normal_062,normal_049
6,normal_008,normal_083,normal_067
7,normal_010,normal_042,normal_139
8,normal_012,normal_075,normal_104
9,normal_013,normal_066,normal_099
10,normal_017,normal_024,normal_022
11,normal_019,normal_007,normal_061
12,normal_020,normal_112,normal_054
13,normal_023,normal_102,normal_108
14,normal_025,normal_009,normal_015
15,normal_027,normal_133,normal_016
16,normal_028,normal_158,normal_018
17,normal_030,normal_014,normal_126
18,normal_031,normal_069,normal_115
19,normal_032,normal_098,normal_152
20,normal_033,normal_021,normal_058
21,normal_034,normal_026,normal_081
22,normal_035,normal_123,normal_080
23,normal_037,normal_059,normal_100
24,normal_038,normal_074,normal_151
25,normal_039,normal_036,normal_110
26,normal_040,normal_048,normal_065
27,normal_041,normal_131,normal_045
28,normal_043,normal_155,normal_068
29,normal_044,normal_159,normal_103
30,normal_046,normal_085,normal_029
31,normal_047,tumor_007,tumor_061
32,normal_050,tumor_097,tumor_035
33,normal_051,tumor_059,tumor_107
34,normal_052,tumor_074,tumor_047
35,normal_053,tumor_004,tumor_078
36,normal_055,tumor_072,tumor_067
37,normal_056,tumor_029,tumor_026
38,normal_057,tumor_109,tumor_085
39,normal_060,tumor_003,tumor_040
40,normal_063,tumor_017,tumor_057
41,normal_064,tumor_106,tumor_100
42,normal_070,tumor_011,tumor_039
43,normal_071,tumor_094,tumor_032
44,normal_072,tumor_012,tumor_095
45,normal_073,tumor_025,tumor_069
46,normal_077,tumor_023,tumor_058
47,normal_078,tumor_068,tumor_030
48,normal_079,tumor_084,tumor_041
49,tumor_001,tumor_009,tumor_073
50,tumor_002,,
51,tumor_005,,
52,tumor_006,,
53,tumor_008,,
54,tumor_010,,
55,tumor_013,,
56,tumor_014,,
57,tumor_015,,
58,tumor_016,,
59,tumor_018,,
60,tumor_019,,
61,tumor_020,,
62,tumor_021,,
63,tumor_022,,
64,tumor_024,,
65,tumor_027,,
66,tumor_028,,
67,tumor_031,,
68,tumor_033,,
69,tumor_034,,
70,tumor_036,,
71,tumor_037,,
72,tumor_038,,
73,tumor_042,,
74,tumor_043,,
75,tumor_044,,
76,tumor_045,,
77,tumor_046,,
78,tumor_048,,
79,tumor_049,,
80,tumor_050,,
81,tumor_051,,
82,tumor_052,,
83,tumor_053,,
84,tumor_054,,
85,tumor_055,,
