,train,val,test
normal_001,True,False,False
normal_005,True,False,False
normal_006,True,False,False
normal_007,True,False,False
normal_010,True,False,False
normal_011,True,False,False
normal_012,True,False,False
normal_013,True,False,False
normal_015,True,False,False
normal_016,True,False,False
normal_017,True,False,False
normal_019,True,False,False
normal_027,True,False,False
normal_028,True,False,False
normal_029,True,False,False
normal_030,True,False,False
normal_031,True,False,False
normal_032,True,False,False
normal_033,True,False,False
normal_035,True,False,False
normal_036,True,False,False
normal_037,True,False,False
normal_039,True,False,False
normal_042,True,False,False
normal_043,True,False,False
normal_044,True,False,False
normal_045,True,False,False
normal_047,True,False,False
normal_048,True,False,False
normal_051,True,False,False
normal_054,True,False,False
normal_055,True,False,False
normal_056,True,False,False
normal_057,True,False,False
normal_060,True,False,False
normal_061,True,False,False
normal_063,True,False,False
normal_065,True,False,False
normal_066,True,False,False
normal_067,True,False,False
normal_070,True,False,False
normal_074,True,False,False
normal_076,True,False,False
normal_077,True,False,False
normal_079,True,False,False
normal_080,True,False,False
normal_081,True,False,False
normal_082,True,False,False
normal_084,True,False,False
tumor_001,True,False,False
tumor_003,True,False,False
tumor_004,True,False,False
tumor_005,True,False,False
tumor_006,True,False,False
tumor_007,True,False,False
tumor_008,True,False,False
tumor_011,True,False,False
tumor_012,True,False,False
tumor_013,True,False,False
tumor_014,True,False,False
tumor_015,True,False,False
tumor_018,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_024,True,False,False
tumor_025,True,False,False
tumor_029,True,False,False
tumor_031,True,False,False
tumor_032,True,False,False
tumor_033,True,False,False
tumor_034,True,False,False
tumor_035,True,False,False
tumor_037,True,False,False
tumor_038,True,False,False
tumor_039,True,False,False
tumor_040,True,False,False
tumor_041,True,False,False
tumor_042,True,False,False
tumor_043,True,False,False
tumor_044,True,False,False
tumor_047,True,False,False
tumor_049,True,False,False
tumor_050,True,False,False
tumor_051,True,False,False
tumor_052,True,False,False
normal_144,False,True,False
normal_142,False,True,False
normal_124,False,True,False
normal_072,False,True,False
normal_008,False,True,False
normal_159,False,True,False
normal_049,False,True,False
normal_121,False,True,False
normal_110,False,True,False
normal_062,False,True,False
normal_157,False,True,False
normal_050,False,True,False
normal_088,False,True,False
normal_003,False,True,False
normal_148,False,True,False
normal_025,False,True,False
normal_160,False,True,False
normal_002,False,True,False
normal_147,False,True,False
normal_024,False,True,False
normal_014,False,True,False
normal_040,False,True,False
normal_137,False,True,False
normal_023,False,True,False
normal_058,False,True,False
normal_038,False,True,False
normal_018,False,True,False
normal_041,False,True,False
normal_095,False,True,False
normal_123,False,True,False
normal_071,False,True,False
tumor_066,False,True,False
tumor_009,False,True,False
tumor_017,False,True,False
tumor_077,False,True,False
tumor_106,False,True,False
tumor_086,False,True,False
tumor_084,False,True,False
tumor_075,False,True,False
tumor_019,False,True,False
tumor_096,False,True,False
tumor_036,False,True,False
tumor_062,False,True,False
tumor_089,False,True,False
tumor_101,False,True,False
tumor_107,False,True,False
tumor_023,False,True,False
tumor_085,False,True,False
tumor_110,False,True,False
tumor_045,False,True,False
normal_064,False,False,True
normal_154,False,False,True
normal_009,False,False,True
normal_107,False,False,True
normal_136,False,False,True
normal_096,False,False,True
normal_026,False,False,True
normal_004,False,False,True
normal_073,False,False,True
normal_034,False,False,True
normal_134,False,False,True
normal_102,False,False,True
normal_152,False,False,True
normal_068,False,False,True
normal_078,False,False,True
normal_155,False,False,True
normal_069,False,False,True
normal_118,False,False,True
normal_021,False,False,True
normal_052,False,False,True
normal_130,False,False,True
normal_046,False,False,True
normal_022,False,False,True
normal_053,False,False,True
normal_114,False,False,True
normal_020,False,False,True
normal_133,False,False,True
normal_075,False,False,True
normal_108,False,False,True
normal_083,False,False,True
normal_059,False,False,True
tumor_087,False,False,True
tumor_026,False,False,True
tumor_016,False,False,True
tumor_028,False,False,True
tumor_090,False,False,True
tumor_102,False,False,True
tumor_048,False,False,True
tumor_053,False,False,True
tumor_027,False,False,True
tumor_099,False,False,True
tumor_010,False,False,True
tumor_046,False,False,True
tumor_065,False,False,True
tumor_055,False,False,True
tumor_071,False,False,True
tumor_072,False,False,True
tumor_002,False,False,True
tumor_030,False,False,True
tumor_092,False,False,True
