,train,val,test
normal_001,True,False,False
normal_002,True,False,False
normal_003,True,False,False
normal_004,True,False,False
normal_005,True,False,False
normal_006,True,False,False
normal_008,True,False,False
normal_010,True,False,False
normal_012,True,False,False
normal_013,True,False,False
normal_017,True,False,False
normal_019,True,False,False
normal_020,True,False,False
normal_023,True,False,False
normal_025,True,False,False
normal_027,True,False,False
normal_028,True,False,False
normal_030,True,False,False
normal_031,True,False,False
normal_032,True,False,False
normal_033,True,False,False
normal_034,True,False,False
normal_035,True,False,False
normal_037,True,False,False
normal_038,True,False,False
normal_039,True,False,False
normal_040,True,False,False
normal_041,True,False,False
normal_043,True,False,False
normal_044,True,False,False
normal_046,True,False,False
normal_047,True,False,False
normal_050,True,False,False
normal_051,True,False,False
normal_052,True,False,False
normal_053,True,False,False
normal_055,True,False,False
normal_056,True,False,False
normal_057,True,False,False
normal_060,True,False,False
normal_063,True,False,False
normal_064,True,False,False
normal_070,True,False,False
normal_071,True,False,False
normal_072,True,False,False
normal_073,True,False,False
normal_077,True,False,False
normal_078,True,False,False
normal_079,True,False,False
tumor_001,True,False,False
tumor_002,True,False,False
tumor_005,True,False,False
tumor_006,True,False,False
tumor_008,True,False,False
tumor_010,True,False,False
tumor_013,True,False,False
tumor_014,True,False,False
tumor_015,True,False,False
tumor_016,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_024,True,False,False
tumor_027,True,False,False
tumor_028,True,False,False
tumor_031,True,False,False
tumor_033,True,False,False
tumor_034,True,False,False
tumor_036,True,False,False
tumor_037,True,False,False
tumor_038,True,False,False
tumor_042,True,False,False
tumor_043,True,False,False
tumor_044,True,False,False
tumor_045,True,False,False
tumor_046,True,False,False
tumor_048,True,False,False
tumor_049,True,False,False
tumor_050,True,False,False
tumor_051,True,False,False
tumor_052,True,False,False
tumor_053,True,False,False
tumor_054,True,False,False
tumor_055,True,False,False
normal_129,False,True,False
normal_132,False,True,False
normal_114,False,True,False
normal_111,False,True,False
normal_076,False,True,False
normal_062,False,True,False
normal_083,False,True,False
normal_042,False,True,False
normal_075,False,True,False
normal_066,False,True,False
normal_024,False,True,False
normal_007,False,True,False
normal_112,False,True,False
normal_102,False,True,False
normal_009,False,True,False
normal_133,False,True,False
normal_158,False,True,False
normal_014,False,True,False
normal_069,False,True,False
normal_098,False,True,False
normal_021,False,True,False
normal_026,False,True,False
normal_123,False,True,False
normal_059,False,True,False
normal_074,False,True,False
normal_036,False,True,False
normal_048,False,True,False
normal_131,False,True,False
normal_155,False,True,False
normal_159,False,True,False
normal_085,False,True,False
tumor_007,False,True,False
tumor_097,False,True,False
tumor_059,False,True,False
tumor_074,False,True,False
tumor_004,False,True,False
tumor_072,False,True,False
tumor_029,False,True,False
tumor_109,False,True,False
tumor_003,False,True,False
tumor_017,False,True,False
tumor_106,False,True,False
tumor_011,False,True,False
tumor_094,False,True,False
tumor_012,False,True,False
tumor_025,False,True,False
tumor_023,False,True,False
tumor_068,False,True,False
tumor_084,False,True,False
tumor_009,False,True,False
normal_096,False,False,True
normal_118,False,False,True
normal_097,False,False,True
normal_127,False,False,True
normal_011,False,False,True
normal_049,False,False,True
normal_067,False,False,True
normal_139,False,False,True
normal_104,False,False,True
normal_099,False,False,True
normal_022,False,False,True
normal_061,False,False,True
normal_054,False,False,True
normal_108,False,False,True
normal_015,False,False,True
normal_016,False,False,True
normal_018,False,False,True
normal_126,False,False,True
normal_115,False,False,True
normal_152,False,False,True
normal_058,False,False,True
normal_081,False,False,True
normal_080,False,False,True
normal_100,False,False,True
normal_151,False,False,True
normal_110,False,False,True
normal_065,False,False,True
normal_045,False,False,True
normal_068,False,False,True
normal_103,False,False,True
normal_029,False,False,True
tumor_061,False,False,True
tumor_035,False,False,True
tumor_107,False,False,True
tumor_047,False,False,True
tumor_078,False,False,True
tumor_067,False,False,True
tumor_026,False,False,True
tumor_085,False,False,True
tumor_040,False,False,True
tumor_057,False,False,True
tumor_100,False,False,True
tumor_039,False,False,True
tumor_032,False,False,True
tumor_095,False,False,True
tumor_069,False,False,True
tumor_058,False,False,True
tumor_030,False,False,True
tumor_041,False,False,True
tumor_073,False,False,True
