,train,val,test
normal_003,True,False,False
normal_006,True,False,False
normal_007,True,False,False
normal_010,True,False,False
normal_012,True,False,False
normal_013,True,False,False
normal_014,True,False,False
normal_015,True,False,False
normal_016,True,False,False
normal_018,True,False,False
normal_022,True,False,False
normal_023,True,False,False
normal_026,True,False,False
normal_029,True,False,False
normal_030,True,False,False
normal_032,True,False,False
normal_035,True,False,False
normal_036,True,False,False
normal_037,True,False,False
normal_038,True,False,False
normal_039,True,False,False
normal_041,True,False,False
normal_042,True,False,False
normal_044,True,False,False
normal_046,True,False,False
normal_047,True,False,False
normal_048,True,False,False
normal_050,True,False,False
normal_051,True,False,False
normal_052,True,False,False
normal_053,True,False,False
normal_054,True,False,False
normal_055,True,False,False
normal_058,True,False,False
normal_060,True,False,False
normal_061,True,False,False
normal_062,True,False,False
normal_063,True,False,False
normal_064,True,False,False
normal_066,True,False,False
normal_067,True,False,False
normal_068,True,False,False
normal_070,True,False,False
normal_071,True,False,False
normal_073,True,False,False
normal_075,True,False,False
normal_077,True,False,False
normal_079,True,False,False
normal_082,True,False,False
tumor_001,True,False,False
tumor_005,True,False,False
tumor_006,True,False,False
tumor_007,True,False,False
tumor_008,True,False,False
tumor_011,True,False,False
tumor_014,True,False,False
tumor_016,True,False,False
tumor_017,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_023,True,False,False
tumor_024,True,False,False
tumor_026,True,False,False
tumor_028,True,False,False
tumor_030,True,False,False
tumor_031,True,False,False
tumor_032,True,False,False
tumor_033,True,False,False
tumor_034,True,False,False
tumor_036,True,False,False
tumor_037,True,False,False
tumor_038,True,False,False
tumor_039,True,False,False
tumor_041,True,False,False
tumor_042,True,False,False
tumor_044,True,False,False
tumor_046,True,False,False
tumor_047,True,False,False
tumor_049,True,False,False
tumor_052,True,False,False
tumor_054,True,False,False
tumor_057,True,False,False
tumor_059,True,False,False
normal_045,False,True,False
normal_027,False,True,False
normal_043,False,True,False
normal_118,False,True,False
normal_156,False,True,False
normal_096,False,True,False
normal_092,False,True,False
normal_024,False,True,False
normal_065,False,True,False
normal_002,False,True,False
normal_151,False,True,False
normal_040,False,True,False
normal_117,False,True,False
normal_005,False,True,False
normal_147,False,True,False
normal_093,False,True,False
normal_028,False,True,False
normal_090,False,True,False
normal_110,False,True,False
normal_008,False,True,False
normal_094,False,True,False
normal_072,False,True,False
normal_119,False,True,False
normal_004,False,True,False
normal_074,False,True,False
normal_056,False,True,False
normal_021,False,True,False
normal_057,False,True,False
normal_009,False,True,False
normal_011,False,True,False
normal_025,False,True,False
tumor_010,False,True,False
tumor_002,False,True,False
tumor_025,False,True,False
tumor_097,False,True,False
tumor_004,False,True,False
tumor_080,False,True,False
tumor_058,False,True,False
tumor_053,False,True,False
tumor_081,False,True,False
tumor_029,False,True,False
tumor_107,False,True,False
tumor_027,False,True,False
tumor_106,False,True,False
tumor_045,False,True,False
tumor_104,False,True,False
tumor_043,False,True,False
tumor_055,False,True,False
tumor_090,False,True,False
tumor_070,False,True,False
normal_141,False,False,True
normal_108,False,False,True
normal_078,False,False,True
normal_080,False,False,True
normal_017,False,False,True
normal_020,False,False,True
normal_134,False,False,True
normal_059,False,False,True
normal_069,False,False,True
normal_095,False,False,True
normal_031,False,False,True
normal_128,False,False,True
normal_123,False,False,True
normal_033,False,False,True
normal_130,False,False,True
normal_146,False,False,True
normal_160,False,False,True
normal_049,False,False,True
normal_115,False,False,True
normal_076,False,False,True
normal_091,False,False,True
normal_088,False,False,True
normal_081,False,False,True
normal_019,False,False,True
normal_152,False,False,True
normal_111,False,False,True
normal_098,False,False,True
normal_112,False,False,True
normal_121,False,False,True
normal_034,False,False,True
normal_001,False,False,True
tumor_085,False,False,True
tumor_040,False,False,True
tumor_051,False,False,True
tumor_015,False,False,True
tumor_078,False,False,True
tumor_048,False,False,True
tumor_094,False,False,True
tumor_103,False,False,True
tumor_013,False,False,True
tumor_063,False,False,True
tumor_012,False,False,True
tumor_105,False,False,True
tumor_009,False,False,True
tumor_050,False,False,True
tumor_035,False,False,True
tumor_075,False,False,True
tumor_003,False,False,True
tumor_092,False,False,True
tumor_056,False,False,True
